 	mi	si	gonfiò	il	dito	</S>
a41	0.89919496	0.0067370096	0.0033032876	0.087007046	0.0027028548	0.0010548626
a20	0.539644	0.00712165	0.00083153835	0.43582317	0.0040448178	0.012534768
a39	0.4492567	0.029463788	0.027771652	0.2680698	0.19251576	0.032922193
a31	0.044549428	0.0066275327	0.0041494495	0.2863144	0.6161066	0.042252526
a37	0.10727155	0.0044529764	0.008540729	0.6812752	0.19468704	0.003772593
a21	0.028085018	0.044277538	0.03447463	0.8015606	0.07035642	0.021245789
a38	0.26610285	0.06768207	0.03523003	0.5361609	0.0673825	0.027441608
a18	0.6359859	0.022035157	0.009242102	0.29496807	0.025062086	0.0127066625
a46	0.7843324	0.056107454	0.008083276	0.13446899	0.006118808	0.010889095
a31	0.49212867	0.07705598	0.0385458	0.3401595	0.0213826	0.030727375
a20	0.34739453	0.072955094	0.028648708	0.5069627	0.026717976	0.01732096
a46	0.4600207	0.06578651	0.06594449	0.11522605	0.07999162	0.21303064
a31	0.27029824	0.11402974	0.13398215	0.24184823	0.11041817	0.1294234
a8	0.19141564	0.17736816	0.14840597	0.18349947	0.14981818	0.1494925
a31	0.21551444	0.14430025	0.14365259	0.14938717	0.14776	0.19938558
</S>	0.16648468	0.16684677	0.16605403	0.16804826	0.166412	0.1661543
