 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
a23	0.16499345	0.010463835	0.42430052	0.29241005	0.057531998	0.0053720973	0.00060519815	0.0051834797	0.00055336865	0.0033043013	0.033832815	0.0012021858	0.00024669085
a31	0.1016293	0.012197034	0.07148497	0.1936058	0.10775045	0.09399711	0.00021139179	0.015085361	0.00032873123	0.059918594	0.23844667	0.10075787	0.0045866817
a7	0.021528969	0.0053785583	0.12678257	0.088121995	0.054167505	0.08724207	0.000749877	0.01662656	0.000991805	0.072039366	0.47404766	0.048521183	0.0038018974
a20	0.04293094	0.0017595758	0.06014183	0.032404397	0.03335414	0.120971076	0.0014979981	0.036844745	0.0031719534	0.07607118	0.5695684	0.020149572	0.0011341952
a17	0.0044700536	0.0017535223	0.40397975	0.28085577	0.07301645	0.047072385	0.0012123183	0.052573524	0.0015678746	0.021986516	0.10773096	0.0033867336	0.00039419893
a39	0.0027890927	0.005254618	0.3274688	0.29780197	0.023588266	0.07197516	0.0006552799	0.13947731	0.0007317147	0.027371585	0.09494027	0.0071666758	0.00077922904
a31	0.0020877824	0.0037877571	0.41483507	0.26005805	0.022620073	0.07855136	0.00036806733	0.13788903	0.00033218117	0.016084334	0.060706157	0.002070763	0.00060934975
a13	0.23804338	0.0032647788	0.2537084	0.09781507	0.030516863	0.03754786	0.001305071	0.049035944	0.0034794826	0.03830321	0.24017306	0.0056057363	0.0012011442
a17	0.0014553765	0.0003916215	0.65887153	0.1882905	0.02295195	0.01210583	0.000103888386	0.007959272	0.00012321083	0.0162518	0.08907227	0.0013417649	0.0010809536
a3	0.017948126	0.0037461154	0.49782285	0.23331532	0.021426976	0.02209557	0.00010086783	0.022712683	0.00014799219	0.02671981	0.14664118	0.0063147307	0.0010077548
a18	0.03233258	0.0019327842	0.35700616	0.26985735	0.07081681	0.015387391	6.303513e-05	0.0098492075	3.458536e-05	0.014588133	0.22311278	0.004691287	0.00032788058
a31	0.024215335	0.0014444772	0.08573038	0.21097237	0.10390427	0.010724589	4.4107328e-05	0.004033746	2.4562798e-05	0.009023941	0.5396923	0.009896113	0.00029382363
a37	0.0014954916	0.00030982684	0.0147311045	0.055780187	0.19386786	0.05441952	0.00010092167	0.0011653579	7.3759446e-05	0.008547017	0.6558737	0.013157147	0.0004779336
a41	0.004407104	0.00046227715	0.33249345	0.42314574	0.042244595	0.0074417484	0.00030480672	0.0068799006	9.866178e-05	0.0063778735	0.1738518	0.0006904463	0.0016016099
a35	0.0033867517	0.0008126777	0.20934272	0.5058134	0.02411299	0.015249528	0.00017265581	0.0141114425	9.959681e-05	0.04082696	0.17537333	0.0076149357	0.0030828933
a31	0.0026941968	0.0007634762	0.14297096	0.6369065	0.04744346	0.019220246	7.633444e-05	0.009083524	4.0979307e-05	0.009494048	0.12676816	0.0036210946	0.0009169853
a24	0.0003801221	0.000158438	0.022812504	0.24210195	0.518792	0.038600802	0.0013354553	0.0047969297	0.0006108472	0.004271689	0.15877342	0.0072286353	0.00013723556
a37	0.11791187	0.003861822	0.09744618	0.65596277	0.024261367	0.017240265	0.001409699	0.019859945	0.0006636073	0.007993209	0.04841666	0.0038080027	0.0011646049
a29	0.14878918	0.010779373	0.014921562	0.14703369	0.09344428	0.057992578	0.006420388	0.03360305	0.0025941506	0.013354374	0.41247767	0.05145318	0.0071365307
a24	0.3550264	0.019618647	0.075707056	0.21220769	0.11940553	0.03315086	0.008859403	0.028910087	0.004264333	0.016321618	0.101569355	0.01579972	0.009159284
a46	0.49447381	0.015739234	0.096914425	0.20067829	0.091966815	0.021578232	0.005679487	0.015392798	0.004720019	0.014287785	0.025257755	0.006614005	0.006697294
a31	0.5219499	0.014701297	0.1038815	0.06695175	0.091321856	0.11740989	0.0036731607	0.045351252	0.0047948044	0.008880309	0.013843768	0.005151777	0.0020887523
a20	0.02326884	0.010722909	0.27251753	0.3850024	0.11348717	0.09379941	0.005664644	0.052695967	0.0044574975	0.020180788	0.01603881	0.0012129793	0.0009510865
a31	0.46899125	0.036955617	0.036761094	0.10043122	0.08481978	0.06841623	0.030673228	0.04821335	0.017902749	0.027017165	0.05431135	0.020264855	0.0052421037
a0	0.18209907	0.039510265	0.048886895	0.13076238	0.054849762	0.04380367	0.026198084	0.06146216	0.026963968	0.07780972	0.13475943	0.11633996	0.056554623
a31	0.16411251	0.09195374	0.04115784	0.05839019	0.124040455	0.11680337	0.059116118	0.08167755	0.03361346	0.035712577	0.05439383	0.1124627	0.026565695
a46	0.16660193	0.046902683	0.045023356	0.06930214	0.055017084	0.048554163	0.042848814	0.047304414	0.042516217	0.054368645	0.13680051	0.19394884	0.050811198
a33	0.14360984	0.08977092	0.044523608	0.057881027	0.101003796	0.08872734	0.050782714	0.06389779	0.042771656	0.045703985	0.07357291	0.15585668	0.04189768
</S>	0.08645177	0.06293898	0.054369606	0.063136645	0.06684553	0.06258996	0.05590317	0.057521667	0.05392515	0.056283247	0.08129916	0.24419062	0.05454452
