 	la	macchina	vuole	riparata	dal	meccanico	</S>
a31	0.023212818	0.9335835	0.041627157	5.388192e-05	9.281982e-05	0.00046056786	0.00096931047
a33	0.0022370405	0.9483267	0.049290918	1.6691383e-06	3.804051e-06	1.301321e-05	0.00012684737
a31	0.0034321025	0.14609171	0.6117037	0.0014402336	0.0113179535	0.14606097	0.07995341
a41	0.39354	0.27037138	0.10098859	0.010667869	0.01524044	0.06272776	0.14646396
a18	0.036727026	0.23227285	0.57988524	0.0022925818	0.0062725362	0.06774423	0.07480557
a11	0.037110936	0.74952126	0.18001951	0.0034328052	0.008452955	0.014950644	0.0065119225
a17	0.076312274	0.8495877	0.053863525	0.0018343944	0.0062341876	0.0075947735	0.004573168
a11	0.077583276	0.828875	0.05667889	0.003977771	0.010547942	0.010555892	0.011781183
a31	0.2016975	0.5870633	0.12230979	0.0070974324	0.022566976	0.026701318	0.03256367
a21	0.023486651	0.59177405	0.36804587	0.00332874	0.002339755	0.0048287697	0.0061961403
a31	0.19431426	0.6533006	0.03172757	0.011387159	0.03579295	0.052134685	0.02134281
a15	0.20481665	0.67539215	0.024566106	0.018237326	0.014351712	0.015827164	0.046808902
a31	0.27220196	0.49519026	0.027349886	0.031240983	0.030588731	0.046295255	0.09713294
a11	0.15545309	0.42747584	0.08156403	0.08102907	0.07631719	0.075588	0.10257267
a31	0.28611967	0.3206837	0.06329287	0.057458308	0.057453923	0.059949405	0.15504204
a11	0.13230108	0.19473964	0.13568647	0.13524877	0.13313149	0.13260007	0.1362925
a46	0.20744821	0.20932662	0.11441583	0.10879169	0.108804554	0.10918333	0.14202973
a31	0.15794118	0.1610185	0.13479619	0.13672867	0.13431075	0.1336313	0.14157337
</S>	0.14775924	0.14611441	0.143276	0.14316306	0.14049529	0.13975416	0.13943785
