 	che	consuma	poco	benzina	</S>
a31	0.03279993	9.650156e-05	0.96646905	0.000106857326	0.00052783923
a41	0.03154799	0.000100987134	0.9670222	1.9416137e-05	0.0013094875
a31	0.00633929	0.0035314772	0.9897371	1.031724e-05	0.00038182168
a28	0.19943877	0.05257812	0.73235065	0.00055272185	0.015079797
a24	0.10311895	0.004082332	0.8851624	0.0008206761	0.0068157394
a31	0.21941537	0.09296091	0.30176333	0.024190467	0.36166993
a11	0.23168397	0.10764127	0.09416329	0.06479721	0.5017142
a31	0.09282199	0.15092038	0.107387334	0.086857826	0.56201243
a46	0.19402601	0.1978685	0.18683943	0.18298641	0.2382797
a31	0.17524843	0.19648843	0.17991047	0.17476477	0.2735879
</S>	0.19740072	0.20540643	0.19894895	0.19679114	0.20145272
