 	il	ladro	poteva	entrare	da	qui	</S>
a39	0.02709045	0.8343014	0.11005015	0.013336098	0.002396945	0.012311099	0.00051377784
a46	0.062576026	0.7137613	0.063845076	0.0013373883	0.041102495	0.11141099	0.0059666517
a31	0.0045614815	0.10697501	0.7826	0.00068409956	0.010758657	0.094246924	0.00017384443
a35	0.0040150234	0.617533	0.28007126	0.00029159593	0.009285996	0.08426768	0.004535395
a31	0.00082939694	0.24341671	0.5023282	0.0030283665	0.011816512	0.22509857	0.013482237
a20	0.033121426	0.6080398	0.23896545	0.009748724	0.0072879787	0.087771244	0.015065465
a31	0.0068936176	0.27807385	0.3124868	0.0047025206	0.045104906	0.2822788	0.07045953
a39	0.36659354	0.42006996	0.09591451	0.024034696	0.027689788	0.034586538	0.031110952
a3	0.058204547	0.54264194	0.12023758	0.009311936	0.09575798	0.06036388	0.11348209
a31	0.05675887	0.57239836	0.09675802	0.022178005	0.1424098	0.09599969	0.013497253
a7	0.06733465	0.7616232	0.074915096	0.0072945748	0.047581118	0.035010632	0.0062407544
a10	0.2838742	0.42363378	0.07439447	0.009960954	0.0916949	0.09046458	0.025977183
a31	0.10382797	0.13425003	0.10159172	0.02113235	0.3391371	0.25223184	0.047828943
a11	0.019863077	0.71538657	0.14009047	0.023773782	0.04723123	0.045396715	0.008258129
a18	0.22421199	0.63460845	0.03129623	0.0066394	0.024337804	0.05111684	0.02778924
a28	0.5474336	0.16342749	0.09240145	0.07473541	0.052914742	0.044506185	0.024581134
a31	0.3018744	0.26395974	0.1924139	0.07004046	0.110391155	0.047035407	0.014285016
a11	0.26786518	0.41680032	0.15364587	0.04192219	0.055734403	0.044758063	0.01927399
a13	0.36227912	0.16194099	0.16512838	0.021152271	0.08834679	0.12384877	0.077303715
a31	0.23114024	0.22746995	0.16739601	0.25982764	0.061904754	0.036992595	0.0152687915
a20	0.33570018	0.15722297	0.16444801	0.15336019	0.10304613	0.04923537	0.036987238
a31	0.3205254	0.1991167	0.11856003	0.07762405	0.108952336	0.102806926	0.0724146
a8	0.105702326	0.09112814	0.12041759	0.3373599	0.16854882	0.093952104	0.08289118
</S>	0.30240288	0.2020263	0.09295252	0.10711164	0.10663973	0.10489726	0.0839696
