 	voglio	un	forno	che	vende	rustici	</S>
a31	0.006597474	0.13479322	0.39315942	0.009406683	0.10249639	0.35182267	0.0017242173
a37	2.9643372e-05	0.0075483774	0.027751165	0.0056816554	0.0756794	0.8827481	0.0005616241
a31	1.0553844e-05	0.00015265684	0.008790825	0.0005130944	0.18802953	0.8017996	0.00070377014
a17	0.0018490632	0.005553073	0.09667397	0.0012014637	0.090348154	0.80215544	0.0022189012
a20	0.00023356901	0.0019121475	0.11305497	0.0011088297	0.1274594	0.75492805	0.0013030713
a31	0.009875936	0.07331845	0.017586393	0.017770618	0.18821351	0.6873061	0.005929035
a41	0.02431657	0.15432787	0.14180748	0.017311638	0.18443203	0.45221093	0.025593437
a24	0.0025999206	0.048053764	0.0034655707	0.030302057	0.18913887	0.7091555	0.01728434
a31	0.0042713396	0.01212369	0.001992174	0.026701024	0.13427733	0.8135899	0.0070445524
a39	0.0057298755	0.037585776	0.003909344	0.03730929	0.12019032	0.7891277	0.0061476342
a31	0.007334564	0.07951475	0.0053795264	0.009830656	0.044289578	0.8346468	0.019004075
a8	0.027577419	0.048472587	0.0045463466	0.09159377	0.23348951	0.57624495	0.018075487
a26	0.008918251	0.025231762	0.017504737	0.029369373	0.20846044	0.6809975	0.029517943
a23	0.011074439	0.025655746	0.013299482	0.0604906	0.2036465	0.651373	0.034460228
a31	0.043850888	0.11783925	0.038252495	0.04682103	0.12725964	0.5291738	0.09680286
a20	0.03644854	0.042620666	0.07205457	0.1449822	0.27386242	0.35672235	0.073309205
a39	0.08121748	0.18939197	0.06569958	0.056342214	0.11563231	0.3660244	0.1256921
a11	0.10334901	0.18805042	0.090903424	0.08392108	0.1402139	0.2786296	0.11493253
a37	0.08510951	0.12253923	0.07761838	0.06459494	0.19265169	0.37375435	0.083731934
a14	0.04713719	0.06302271	0.10457304	0.06498037	0.18217002	0.4753968	0.06271987
a24	0.08112258	0.09861555	0.17979379	0.07074895	0.12442728	0.3552048	0.09008708
a28	0.06331245	0.07938018	0.106170565	0.03603817	0.11285174	0.5251493	0.077097625
a20	0.042636804	0.05809149	0.26123017	0.12514527	0.15550062	0.21890575	0.13848992
a8	0.05568742	0.05529997	0.33061758	0.063195094	0.08822579	0.24178869	0.16518547
</S>	0.03562025	0.0409447	0.25408053	0.15294977	0.16708328	0.18423454	0.16508693
