 	il	ladro	è	entrato	da	qui	</S>
a31	0.21672961	0.77000463	0.00020790243	1.660673e-05	0.00093741406	0.011243307	0.0008606084
a17	0.11080475	0.83502114	3.7817063e-05	2.5752881e-06	0.0017872932	0.05080301	0.0015433644
a37	0.00037066764	0.9955538	0.00015351927	2.043855e-07	2.2175622e-05	0.002783792	0.0011158815
a35	0.0011498658	0.9621127	0.0001365668	1.7418111e-05	0.00033631444	0.021974124	0.014272979
a18	0.00616224	0.8798876	0.00020713841	0.00015344661	0.0018577271	0.03349787	0.07823393
a31	0.034994684	0.6591703	0.0008926857	0.0010574001	0.0090596555	0.06963795	0.22518738
a24	0.020345667	0.8545986	0.004737593	0.0013765792	0.040035818	0.053952266	0.024953637
a31	0.052863702	0.64939654	0.003137136	0.006083101	0.127629	0.13178135	0.02910926
a16	0.25175345	0.5278914	0.02372017	0.01720265	0.09221751	0.057077825	0.030136991
a31	0.32054356	0.109796	0.021450864	0.032093216	0.22260776	0.21092094	0.08258763
a46	0.13914801	0.26482847	0.119478926	0.1118125	0.12693019	0.119626805	0.11817505
a31	0.24294424	0.16821261	0.082597256	0.08653857	0.18227953	0.13636023	0.10106756
a46	0.14247507	0.1599161	0.13979985	0.13785578	0.14147179	0.139608	0.1388734
a31	0.17394437	0.16567762	0.1207172	0.1220078	0.15453842	0.13731672	0.12579782
a35	0.14383742	0.14709137	0.14216614	0.14106436	0.14272691	0.14185573	0.14125808
a31	0.17107452	0.14593035	0.1293182	0.13010532	0.15089227	0.13997012	0.13270925
a8	0.14551501	0.14607926	0.14221033	0.1411276	0.14220531	0.14169185	0.14117067
a31	0.18004869	0.13858789	0.12857036	0.129203	0.14913754	0.14034367	0.13410883
</S>	0.14854184	0.14734653	0.14157183	0.14022624	0.14123873	0.14082019	0.14025459
