 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.057634663	0.85937124	0.010052458	0.04057927	0.028723795	0.000109531	0.0035291098
a31	0.0054720873	0.9700215	8.8441724e-05	0.001210308	0.02029667	3.5180965e-05	0.0028757853
a29	0.025977181	0.6915931	0.0006057501	0.0035228652	0.2772513	8.245156e-05	0.0009674215
a24	0.002814601	0.15744871	0.0021451456	0.009489432	0.776674	0.0054142345	0.046013974
a18	0.020260278	0.6736981	0.0017435129	0.033839956	0.15579087	0.0031032446	0.111564055
a31	0.026524516	0.7602431	0.0013093405	0.017740645	0.11145526	0.0011081982	0.08161894
a13	0.036857404	0.654122	0.004033808	0.032289878	0.06991029	0.00081739324	0.20196927
a11	0.05290047	0.7772785	0.0026049563	0.02449528	0.024473272	0.0007079381	0.11753966
a8	0.11868012	0.52058154	0.009483804	0.11925227	0.09896539	0.0036457172	0.12939121
a31	0.14048935	0.63295287	0.005199348	0.056289498	0.13573754	0.008175933	0.021155408
a24	0.11831032	0.7553067	0.0045103785	0.02840313	0.09161672	0.00044566303	0.0014070076
a31	0.27178806	0.64864767	0.005874608	0.042343907	0.024284681	0.0015292114	0.0055317986
a39	0.24902639	0.621778	0.024191724	0.031849805	0.03935057	0.022205463	0.0115980655
a20	0.376545	0.41675976	0.01779135	0.067834586	0.07419556	0.014584884	0.032288868
a31	0.22237866	0.50738895	0.07178902	0.09307997	0.05157108	0.022717204	0.031075146
a20	0.2919495	0.36109036	0.06069112	0.06643613	0.07908491	0.08404539	0.056702565
a31	0.2840772	0.32299513	0.056816086	0.09118371	0.12144612	0.05581289	0.067668855
a46	0.14924964	0.16001448	0.13318476	0.13398914	0.14144127	0.14805357	0.13406712
a31	0.2047888	0.19945909	0.110025465	0.12369882	0.1382269	0.10974807	0.11405281
a23	0.14526236	0.1444108	0.1406601	0.14083326	0.14282219	0.1450933	0.14091803
a31	0.19770294	0.1762792	0.120989226	0.127408	0.13436091	0.120804064	0.12245558
a46	0.14611976	0.14417261	0.1409683	0.14109877	0.14247596	0.14401622	0.14114842
a8	0.15809675	0.15554729	0.13501996	0.13835837	0.14203294	0.13508308	0.13586162
a31	0.14702241	0.15321219	0.13889064	0.1402515	0.14177826	0.13925457	0.13959044
a38	0.14563233	0.14344315	0.14016575	0.14040066	0.14319126	0.14664106	0.14052579
a20	0.21879484	0.1750669	0.11932573	0.12231819	0.12585822	0.11912652	0.11950954
a31	0.26764277	0.199941	0.10642774	0.10688505	0.10740627	0.10596945	0.10572769
a20	0.14428179	0.14381582	0.13904746	0.13952672	0.14420627	0.14953765	0.13958423
a31	0.28538442	0.23054318	0.095463805	0.09793797	0.101284	0.09447759	0.09490907
</S>	0.14664839	0.14443432	0.1410199	0.14117679	0.14228867	0.14327219	0.1411597
