 	ancora	non	mi	sono	vestito	</S>
a8	0.42245114	0.007035925	0.27270105	0.00040752997	0.27621815	0.021186227
a31	0.068091325	5.452748e-05	0.038327027	3.993897e-06	0.85587823	0.03764488
a10	0.032668754	6.1823805e-05	0.05339519	2.0365978e-06	0.9079238	0.0059484183
a31	0.0016027136	0.0021288567	0.006961658	1.2523463e-05	0.98142356	0.007870752
a18	0.032026913	0.03820913	0.043907303	0.0006111618	0.7935303	0.0917152
a31	0.1286427	0.051663764	0.13333622	0.022093253	0.5158529	0.14841114
a20	0.17893933	0.23157287	0.04321033	0.024042146	0.36316046	0.15907484
a31	0.10560114	0.12386439	0.1578844	0.15584867	0.2900219	0.16677952
a13	0.0875839	0.25057876	0.08217818	0.13020289	0.27489528	0.17456104
a35	0.14351928	0.15644185	0.1704745	0.1672978	0.17618476	0.18608181
a39	0.14489622	0.15945244	0.17532076	0.17218311	0.17162669	0.17652082
a46	0.12458168	0.14726381	0.18893689	0.17907625	0.17377734	0.18636405
a31	0.098803125	0.11800852	0.20926657	0.1699637	0.21889347	0.18506463
a20	0.23607802	0.10496479	0.17519636	0.10323857	0.26642963	0.11409261
a31	0.1578135	0.13870329	0.18623959	0.16725037	0.15383056	0.19616267
a39	0.17215252	0.1654148	0.16502638	0.16495919	0.16859978	0.16384727
a31	0.1666519	0.16345038	0.16811778	0.16618784	0.16551483	0.17007728
</S>	0.1674228	0.16632472	0.16629966	0.16619027	0.16818935	0.16557328
