 	devo	pulire	l	albero	</S>
a39	0.94839126	0.024235172	0.022186093	0.0028274995	0.0023601064
a31	0.8257275	0.12321257	0.04833108	0.0020564825	0.0006722794
a35	0.452007	0.40232098	0.13364676	0.006908617	0.005116696
a31	0.045258	0.29092732	0.101423	0.21811828	0.34427336
a20	0.0189343	0.013013081	0.0060472228	0.3867048	0.5753006
a31	0.07021414	0.18965665	0.0061012595	0.4721991	0.2618289
a37	0.10225289	0.04246534	0.0015487869	0.68490344	0.16882955
a1	0.23872033	0.21483825	0.012138887	0.353727	0.18057539
a20	0.20205605	0.112425745	0.030000491	0.19608371	0.45943406
a31	0.25389954	0.14111923	0.0289312	0.10113238	0.4749176
a39	0.024143675	0.19018583	0.06101797	0.580856	0.14379643
a10	0.9492112	0.017034274	0.0030843923	0.011254115	0.019416014
a29	0.10818073	0.11060619	0.043519877	0.38529018	0.35240296
a46	0.24154669	0.051972434	0.02494716	0.20922174	0.472312
a31	0.18925446	0.053340834	0.056680772	0.495444	0.20527995
a20	0.20833898	0.11766046	0.066280335	0.51838636	0.08933381
a13	0.8959326	0.018433403	0.007328456	0.0376658	0.040639844
a20	0.16023578	0.06315935	0.056767434	0.5801828	0.1396546
a31	0.029623628	0.022991614	0.014864019	0.85242265	0.080097996
a11	0.21363117	0.17987971	0.15588297	0.33219945	0.11840667
a17	0.56372064	0.106826074	0.10084877	0.112415805	0.11618875
a20	0.08443478	0.133587	0.18452823	0.49791038	0.09953963
</S>	0.17047822	0.106861964	0.10770995	0.5086662	0.106283665
