 	non	aveva	dove	aveva	per	stare	</S>
a7	0.008283697	0.0020912702	0.25361386	0.0001194033	0.027883906	0.7064293	0.0015785192
a31	9.039239e-05	5.1929965e-05	0.13439545	3.6992176e-05	0.33582464	0.36380693	0.16579369
a29	2.1877142e-06	1.4375881e-06	0.0070226556	9.118558e-07	0.011378081	0.97688395	0.0047107856
a19	1.083635e-05	6.836291e-06	0.00040926939	2.7166848e-07	0.00042984184	0.99912447	1.8428473e-05
a46	0.04201856	0.01106202	0.06661223	0.0034019211	0.024035892	0.80862343	0.044245884
a31	0.12695381	0.037467256	0.14146805	0.030375406	0.108010754	0.39878532	0.15693936
a38	0.06825993	0.061316784	0.09259697	0.06803947	0.09172387	0.47746795	0.14059505
a31	0.052950636	0.05482876	0.055101026	0.053473983	0.10511747	0.3297984	0.34872976
a20	0.1307212	0.1232455	0.13296932	0.12523565	0.1305946	0.1893877	0.16784596
a31	0.11165114	0.11184894	0.11301833	0.11061536	0.123344935	0.15479524	0.2747261
a0	0.14060137	0.13986582	0.14192674	0.14077042	0.1413745	0.1532621	0.14219905
a31	0.13517125	0.13480783	0.13490996	0.13425435	0.13813876	0.14645621	0.17626157
a46	0.14202331	0.14163	0.1420737	0.14178622	0.14219245	0.14721543	0.14307894
a18	0.14094299	0.14078541	0.14093196	0.14062063	0.14158034	0.14393312	0.15120558
</S>	0.13913877	0.13905095	0.13957934	0.13962102	0.1412485	0.1487974	0.15256402
