 	Marika	è	che	si	sposa	domani	</S>
a27	0.9361492	0.0027564354	0.014770059	0.03272435	0.011431429	0.0006062157	0.001562357
a37	0.98833346	0.00015450193	0.0018909358	0.0015808373	0.005605945	0.00052972126	0.0019045856
a31	0.31899872	0.100005545	0.09489133	0.408782	0.036034312	0.023783121	0.017504953
a11	0.6302852	0.024994522	0.056915935	0.19269583	0.037461057	0.032841165	0.024806293
a31	0.008852485	0.0046780114	0.009299718	0.23724653	0.42527744	0.10183652	0.21280922
a37	0.0050123706	0.0049137822	0.0063797077	0.16663583	0.2953853	0.2938983	0.22777474
a31	0.07174347	0.055929054	0.020173851	0.19123176	0.068448246	0.2566502	0.33582342
a6	0.0150512215	0.1158023	0.05107734	0.21389887	0.120391	0.34753135	0.13624795
a20	0.24899222	0.09913326	0.05262629	0.10522553	0.058384243	0.26710036	0.16853811
a31	0.14175534	0.081590086	0.062183037	0.09649153	0.08695488	0.3850103	0.14601487
a20	0.24980888	0.16727161	0.09263473	0.107722476	0.103763886	0.18367302	0.09512533
a31	0.16965926	0.12761796	0.08843911	0.12170425	0.089430496	0.2255038	0.17764512
a0	0.08623577	0.12861082	0.12766193	0.13280617	0.13703038	0.25328222	0.13437279
a20	0.24617341	0.13257952	0.11764011	0.12441516	0.11692003	0.12537374	0.13689806
a31	0.12347321	0.12158317	0.12188513	0.12612796	0.12987491	0.24751453	0.12954105
</S>	0.16154292	0.12436264	0.122458875	0.12551206	0.12871122	0.21080947	0.12660281
