 	il	morto	si	piange	</S>
a20	0.07110092	0.918499	0.009691581	0.00039600802	0.00031245092
a31	0.15183252	0.40709248	0.40227452	0.0072292527	0.031571183
a18	0.0763562	0.057735737	0.82999325	0.0060517876	0.029863061
a15	0.026212655	0.9089911	0.06055311	0.0029819123	0.0012611975
a31	0.016540667	0.36247137	0.4973874	0.10739026	0.016210325
a15	0.008427519	0.9103288	0.05829921	0.022433758	0.0005106537
a31	0.065801	0.39518327	0.32788548	0.2028015	0.008328765
a29	0.009145942	0.9160279	0.017554548	0.05649127	0.00078034116
a31	0.060398538	0.17143637	0.25306037	0.47911742	0.035987314
a0	0.0041959686	0.56210446	0.024806378	0.36430675	0.044586424
a31	0.076949514	0.5921084	0.027830437	0.21522203	0.087889545
a13	0.110179774	0.4316231	0.15361755	0.19815648	0.106423184
a18	0.06555796	0.68022424	0.025112784	0.1711352	0.05796973
a41	0.0846908	0.5532149	0.061357684	0.22151874	0.07921789
a31	0.11105947	0.404773	0.04601819	0.34015146	0.09799787
a18	0.15649182	0.46638897	0.19963108	0.10869685	0.06879132
a31	0.07929512	0.4733269	0.023067176	0.33682883	0.08748189
a46	0.18535614	0.24383691	0.191246	0.19462225	0.18493873
a31	0.12851112	0.40207416	0.12368437	0.20865121	0.13707922
a0	0.18388522	0.21955183	0.22579475	0.18769738	0.18307087
a31	0.21185187	0.28263852	0.12198113	0.24108379	0.1424447
</S>	0.18217412	0.22413485	0.23572698	0.18079711	0.17716698
