 	voglio	che	Maria	che	venga	domani	</S>
a8	0.19542411	0.19573186	0.0015755333	0.31636998	0.2777133	0.0025064973	0.010678678
a31	0.017093789	0.0063591376	0.00017352581	0.08888742	0.75271267	0.019968158	0.11480534
a8	0.015741818	0.09554419	5.3187614e-05	0.034673255	0.8107406	0.0060878736	0.037159137
a31	0.0038513062	0.039960686	0.00050632673	0.05144729	0.39200243	0.31100178	0.20123026
a24	0.070859365	0.5858486	0.0015548727	0.019866055	0.021410882	0.1559689	0.14449123
a31	0.009566672	0.071880445	0.0037769882	0.13191165	0.14845306	0.24083628	0.39357495
a46	0.055545088	0.5331182	0.022013148	0.06035708	0.056265265	0.16105187	0.11164932
a31	0.07538021	0.21450286	0.024473656	0.05514708	0.06135192	0.40207	0.16707428
a29	0.041363142	0.24211696	0.087429255	0.1136935	0.1152377	0.24850096	0.1516585
a20	0.09656357	0.2126605	0.09596144	0.11470641	0.1167996	0.22933464	0.13397385
a0	0.09515151	0.20132895	0.09963959	0.11926093	0.122234516	0.22667821	0.13570628
a31	0.07365296	0.18636288	0.074099705	0.10565594	0.11661512	0.3049263	0.13868716
a23	0.17654541	0.15427345	0.09956426	0.10485938	0.12197426	0.22731921	0.11546407
a31	0.12091755	0.21436675	0.10999278	0.1302829	0.12899145	0.15487272	0.1405759
a18	0.13815452	0.14181906	0.13894387	0.1398125	0.1410423	0.15852414	0.1417036
a37	0.13821472	0.15669848	0.13626839	0.13988677	0.13966882	0.14758413	0.14167872
a31	0.13799702	0.14822663	0.13744408	0.13913041	0.1398425	0.1563975	0.14096187
a20	0.13998151	0.14050205	0.13936159	0.13985555	0.14220366	0.15677275	0.14132287
a31	0.14298096	0.1547834	0.13776308	0.14015958	0.140038	0.14259084	0.14168411
</S>	0.14169769	0.1421629	0.14147842	0.14168811	0.14240132	0.14832523	0.14224632
