 	lo	sentii	che	viene	</S>
a43	0.8085889	0.19078113	0.00031316397	0.00015471113	0.00016200064
a17	0.52868414	0.37315056	0.02506022	0.004071453	0.069033585
a11	0.0040597427	0.9827024	0.013093186	0.00012607742	1.8663526e-05
a31	0.050607417	0.9466918	0.001654167	0.0007286571	0.00031781
a46	0.099408306	0.8926864	0.0067493995	0.0010774103	7.856831e-05
a6	0.07670012	0.9016172	0.017636653	0.00368405	0.00036183608
a31	0.66783375	0.24882129	0.015137624	0.05650024	0.011707139
a15	0.77641636	0.19592354	0.00921087	0.009675534	0.008773638
a20	0.8224679	0.07714348	0.010892558	0.04378999	0.04570604
a31	0.5621316	0.19110923	0.094969235	0.070373915	0.08141607
a17	0.8019225	0.1552784	0.018615885	0.012158917	0.012024271
a31	0.6464172	0.027398838	0.015783755	0.06280805	0.24759221
a13	0.6022323	0.10672613	0.10100754	0.09236491	0.09766915
a39	0.5891851	0.055442434	0.050240386	0.078546144	0.22658585
a46	0.43636313	0.12585597	0.12426163	0.1306535	0.18286577
a31	0.4291988	0.13719259	0.12856147	0.12804621	0.17700095
a18	0.20518336	0.16828434	0.28573057	0.19632767	0.14447401
</S>	0.45563662	0.10092042	0.09802722	0.122691534	0.22272424
