 	sto	ancora	cucinando	</S>
a20	0.007627967	0.105215974	0.88499564	0.0021604174
a31	0.0068253214	0.122564755	0.8671277	0.00348224
a37	4.767861e-05	0.1305739	0.869126	0.00025242174
a20	0.00026403036	0.005503454	0.99416554	6.700174e-05
a31	0.00025247532	0.013661144	0.9859574	0.00012899963
a30	0.10088144	0.09776091	0.80118805	0.00016960922
a46	0.046798952	0.1730419	0.6953248	0.08483446
a31	0.06656363	0.09628626	0.41670287	0.4204472
a39	0.01236739	0.0987431	0.8597349	0.029154548
a15	0.6292888	0.09035697	0.14804578	0.13230844
a20	0.6201779	0.12084334	0.12394288	0.1350358
a22	0.70747495	0.065701485	0.14756931	0.07925422
a31	0.64112467	0.1144738	0.1636611	0.08074037
a46	0.32363456	0.2073018	0.32402185	0.14504178
</S>	0.4158386	0.19160041	0.19350354	0.19905742
