 	non	deve	magniare	la	sera	</S>
a20	0.015760787	0.00019993172	0.00248114	0.15558995	0.82234275	0.0036255203
a31	0.024114624	0.00060681737	0.013261381	0.49727926	0.35664418	0.10809378
a18	0.00076333596	5.5958113e-05	0.00042357613	0.02010851	0.96204996	0.016598636
a37	0.0010296176	4.7872734e-05	0.00021482342	0.0008764014	0.9955798	0.0022514774
a18	0.011563899	0.00069741893	0.004729125	0.0041086627	0.9669858	0.01191503
a31	0.0620284	0.012183456	0.14892283	0.21509816	0.37773842	0.18402866
a13	0.055851977	0.05011163	0.32041007	0.03163833	0.21566756	0.3263204
a31	0.047389977	0.03662363	0.26870382	0.260148	0.06516825	0.32196632
a17	0.13857774	0.14613476	0.23000357	0.11886939	0.16364741	0.20276713
</S>	0.0894189	0.08755259	0.27484763	0.23432143	0.090536036	0.22332343
