 	forse	non	li	ha	a	casa	</S>
a28	0.51485014	0.041647773	0.02001479	0.32979652	0.08664909	0.00054917886	0.0064924913
a10	0.8586004	0.000115249524	0.00021469378	0.069785476	0.06838697	0.00011675972	0.0027804074
a31	0.20529298	0.053319227	0.08929978	0.48609442	0.11885946	0.008174421	0.038959805
a21	0.024155114	0.0003358854	0.0028522417	0.22238006	0.7291781	0.003734324	0.017364373
a37	0.001325026	0.0015367231	0.006856706	0.045373503	0.7498685	0.067540556	0.12749898
a31	0.0037499645	0.020426031	0.010041166	0.056871798	0.40721476	0.11689956	0.38479674
a37	0.009401011	0.0037818754	0.016205112	0.048831753	0.09702374	0.2925837	0.5321728
a31	0.041365452	0.024453426	0.036057353	0.039591983	0.03504833	0.20350948	0.619974
a37	0.013616443	0.0058914823	0.11090004	0.09474861	0.11473792	0.48625112	0.17385437
a31	0.06947442	0.1793404	0.081456706	0.07829245	0.08654679	0.35212743	0.15276176
a21	0.0056180637	0.076175205	0.14049165	0.1462721	0.15834075	0.314906	0.1581963
a31	0.12994327	0.18725058	0.13300055	0.1307262	0.12848328	0.15807588	0.1325202
a20	0.07820291	0.14390412	0.15126236	0.15170704	0.15307795	0.16895406	0.15289149
a31	0.10365154	0.15432698	0.1407003	0.14084446	0.14160731	0.17554006	0.14332929
a37	0.079994775	0.14230832	0.15008408	0.15064076	0.15240715	0.17259027	0.15197463
a33	0.13453272	0.15121911	0.14266191	0.14214882	0.14190027	0.14485309	0.14268409
</S>	0.13085642	0.16064593	0.13393891	0.13223337	0.13549551	0.17268486	0.13414496
