 	io	non	ho	niente	da	mangiare	</S>
a8	0.07023123	0.0066069216	0.041990977	0.80535436	0.013061797	0.062039215	0.0007155049
a31	0.07743697	2.5928635e-05	0.008322635	0.09664187	0.049758323	0.7652765	0.0025377555
a8	0.0027909374	0.000103835984	0.0012809426	0.029076817	0.008729594	0.95665956	0.0013583886
a20	0.0031695254	0.00080275536	0.0031352802	0.43875805	0.004795723	0.54837084	0.00096779905
a31	0.030808894	0.0040081283	0.0041826977	0.049215864	0.021829495	0.8796025	0.01035241
a14	0.20440137	0.04057499	0.015320472	0.6334521	0.019342989	0.08077527	0.0061327633
a31	0.057730045	0.006825193	0.0057169995	0.04814013	0.02987779	0.8194111	0.032298774
a13	0.71455437	0.05030863	0.0052201934	0.18704496	0.014964601	0.025466572	0.0024406987
a37	0.4908684	0.03453259	0.007016641	0.25287592	0.03953233	0.1201165	0.055057548
a10	0.0647333	0.024051063	0.019319067	0.79375285	0.025215285	0.06183528	0.011093176
a20	0.10735228	0.009717968	0.019257521	0.5285983	0.172964	0.135489	0.026620872
a7	0.009317707	0.009231902	0.042941205	0.8306846	0.06313349	0.03819859	0.0064925435
a18	0.007066621	0.019623656	0.13452119	0.7084645	0.068785295	0.05311761	0.00842103
a44	0.0006599016	0.0017609689	0.005983067	0.9315637	0.019468926	0.038193997	0.0023694732
</S>	0.013898544	0.0005098517	0.0013055179	0.9688074	0.0067198393	0.008614898	0.00014387496
