 	volevo	Maria	domani	di	venire	da	me	</S>
a20	0.7140939	0.0072229304	0.0074830544	0.077984795	0.15845685	0.003203504	0.02882127	0.0027337142
a24	0.7960287	1.8547595e-05	7.921149e-05	0.027820772	0.112130545	0.0038362008	0.048687108	0.011398973
a31	0.0054597887	0.00025064565	8.250232e-05	0.000946049	0.18061872	0.0026302107	0.80413365	0.0058783274
a17	0.057504397	0.00023198612	0.00025084004	0.014518332	0.14488444	0.07635395	0.6440337	0.062222343
a31	0.0023306885	0.0002286144	0.00026271882	0.012101657	0.16645661	0.024039164	0.7877561	0.006824394
a37	0.04368127	0.014360444	0.005704046	0.09005832	0.22648466	0.0032564572	0.55296826	0.063486576
a10	0.018393733	0.0071980637	0.0027764086	0.08686422	0.40287706	0.0104526235	0.39672664	0.07471133
a31	0.1512313	0.008237135	0.0064408425	0.041859698	0.13985813	0.010691343	0.43616995	0.20551161
a20	0.16550359	0.008535883	0.008838023	0.041159444	0.028241593	0.0096297255	0.7268899	0.011201903
a33	0.26188686	0.011945524	0.007472531	0.026399912	0.046900913	0.03128853	0.41681194	0.19729383
a20	0.45043516	0.019693224	0.019890884	0.034109425	0.072141655	0.075749695	0.22531094	0.102669045
a31	0.5463261	0.0076102805	0.008095904	0.033576883	0.15427133	0.031053718	0.13690735	0.08215843
a5	0.051981747	0.042105254	0.012652603	0.08314981	0.27536723	0.11912115	0.3352945	0.08032772
a17	0.91667706	0.009318255	0.006116191	0.0078471685	0.0064297207	0.007699457	0.024405457	0.021506708
a11	0.65351737	0.03593859	0.050507013	0.04322352	0.036439393	0.038954496	0.096389495	0.045030124
a10	0.60043246	0.019600945	0.0587801	0.0464198	0.023025973	0.022680081	0.19319278	0.035867807
a31	0.124595314	0.011142671	0.0067694606	0.049362436	0.18457246	0.019664459	0.34702933	0.2568639
a24	0.43542048	0.042906128	0.017278774	0.05673654	0.0968642	0.05176805	0.20803677	0.090989076
a46	0.6741227	0.05476657	0.11350727	0.017656818	0.021065298	0.026553461	0.028093267	0.0642346
a20	0.29581407	0.053491417	0.103795946	0.08598694	0.11720763	0.06612096	0.1881672	0.089415856
a31	0.34976614	0.02614066	0.030944342	0.07698716	0.17217849	0.031741854	0.2341461	0.0780952
a20	0.32591757	0.044743355	0.033974703	0.057843313	0.13880073	0.09930526	0.17694469	0.122470416
a31	0.4416336	0.07323443	0.067388594	0.08008579	0.0682842	0.06719408	0.102162994	0.100016296
</S>	0.17103985	0.06581903	0.064227596	0.06765167	0.111907385	0.08758601	0.31269225	0.11907619
