 	non	ha	che	li	aspettiamo	</S>
a46	0.41371432	0.40293095	0.06933262	0.024477657	0.0011631039	0.08838125
a31	0.0026905243	0.029825771	0.02605032	0.0048522777	0.00051799347	0.9360631
a15	0.06236231	0.3889062	0.052630022	0.02485214	0.008594372	0.46265486
a31	0.0019740318	0.010472167	0.0056406944	0.021683084	0.053604435	0.9066256
a28	0.14508507	0.65905315	0.017314328	0.021807801	0.03515037	0.121589325
a20	0.11499268	0.13573919	0.18157901	0.1337731	0.018966075	0.41494992
a11	0.34881344	0.26858565	0.1051461	0.12397246	0.013841595	0.1396408
a31	0.28883398	0.27898455	0.056729764	0.1645742	0.016140344	0.19473717
a11	0.13585907	0.13981624	0.22283182	0.14821605	0.18882619	0.16445065
a31	0.08365007	0.09978374	0.047403533	0.14925012	0.23324727	0.38666528
a46	0.09535248	0.20160359	0.07332588	0.0771415	0.39403352	0.15854304
a31	0.105461344	0.10612542	0.10010452	0.11531677	0.146893	0.42609894
a11	0.15573098	0.16135958	0.15603574	0.15733199	0.19510774	0.17443404
a31	0.14049229	0.14084107	0.13968988	0.14228399	0.15407811	0.28261465
a11	0.16200253	0.16339743	0.16206573	0.16258697	0.18245728	0.16749004
a46	0.15268534	0.15289198	0.15209588	0.15369427	0.1626487	0.22598381
</S>	0.15667559	0.15683481	0.15650907	0.15763989	0.19194464	0.18039598
