 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
a8	0.17343731	0.4138562	0.08958415	0.0005154015	0.000116740004	0.060433384	0.24838571	0.01150867	0.00015273775	0.0009968039	3.7286096e-05	0.0009755626
a3	0.36395982	0.24494392	0.06806701	2.630325e-06	9.2609304e-07	0.012838183	0.039234973	0.2601828	0.00012070401	0.008475077	0.00010366193	0.002070255
a31	0.10455988	0.13477582	0.021151409	5.0408144e-06	5.139089e-06	0.022773491	0.552745	0.073910415	0.0018061942	0.03589471	0.00027564797	0.052097235
a7	0.18249671	0.1625029	0.05889293	0.00021573197	8.470818e-05	0.030543264	0.20246609	0.049427316	0.016938196	0.22767755	0.003734205	0.06502048
a20	0.0025082838	0.007810654	0.0049664807	0.00024266636	0.00033502904	0.00616196	0.006523775	0.45706633	0.07882215	0.31909695	0.012230023	0.1042357
a24	0.02525663	0.027291745	0.018115036	0.00023269604	0.00047899276	0.015454075	0.107323915	0.43663377	0.02183352	0.26836646	0.0023091107	0.07670408
a31	0.031301603	0.18400072	0.014388078	0.00029635342	0.0006924045	0.017726181	0.05674025	0.09639376	0.012688718	0.49105603	0.009330986	0.08538495
a20	0.014678866	0.020248577	0.0054226434	0.00025867452	0.0001439217	0.022230588	0.03799071	0.052490313	0.013868046	0.76607376	0.016905181	0.049688756
a31	0.36333993	0.13672909	0.0148224095	0.0004241917	0.00077104097	0.027449861	0.06483038	0.03500291	0.013251341	0.21305224	0.020460093	0.10986659
a28	0.03784916	0.01223961	0.0018095552	0.0033153247	0.004526363	0.008630765	0.0028917133	0.04172244	0.043823615	0.69461083	0.13879105	0.009789606
a31	0.38013506	0.43780553	0.015037916	0.0017802829	0.0024220205	0.026233722	0.009111507	0.0042584194	0.018922633	0.04407699	0.04966937	0.010546586
a3	0.082521245	0.07593526	0.0065979264	0.029395754	0.030873338	0.022360979	0.009015269	0.040712755	0.21206705	0.12772417	0.3343971	0.028399108
a31	0.18627486	0.553906	0.051419012	0.013947529	0.014324317	0.026764715	0.016728481	0.014659477	0.029434001	0.020071384	0.055323973	0.017146284
a35	0.07582349	0.31685364	0.03779711	0.05144683	0.05148148	0.049258187	0.040601537	0.052553866	0.0809512	0.06026037	0.13174245	0.05122984
a31	0.07668353	0.44505185	0.05256793	0.04228119	0.042567924	0.049418192	0.044406973	0.042792525	0.050070435	0.04589348	0.06384391	0.04442201
a20	0.072519414	0.24249193	0.060980573	0.06549515	0.06557214	0.06563082	0.06302152	0.065859556	0.07458113	0.068275996	0.0899428	0.06562901
a0	0.07303102	0.2885817	0.059473936	0.05622755	0.056586135	0.060689885	0.056901406	0.05693175	0.07199628	0.06176619	0.099868126	0.057945997
a31	0.08554728	0.15162179	0.058771625	0.054478068	0.055928808	0.069971375	0.06355722	0.056814864	0.10004239	0.07029241	0.17288889	0.06008531
a38	0.08967366	0.12101576	0.0685081	0.06823665	0.068575166	0.069673404	0.070085585	0.06914188	0.08990966	0.088641696	0.12698136	0.069557086
a8	0.14800328	0.230044	0.07639087	0.054730568	0.055623792	0.071449205	0.078540705	0.056080107	0.056554455	0.055892058	0.058444362	0.058246605
a31	0.06730025	0.09289737	0.060543228	0.059091806	0.060370605	0.06869796	0.06381371	0.061490722	0.11747495	0.07840571	0.20709544	0.06281826
a46	0.08309296	0.10064245	0.07048666	0.06746982	0.06776128	0.06867756	0.06976294	0.068363965	0.089605235	0.11575714	0.12779002	0.07058999
a31	0.09730465	0.13467813	0.0775554	0.07414411	0.07454796	0.08123443	0.0789616	0.074525006	0.076518334	0.075260945	0.07918346	0.076085955
</S>	0.083583884	0.088928685	0.08068836	0.080527306	0.080593996	0.08078153	0.08097103	0.08071676	0.084968984	0.084961526	0.09247482	0.0808031
