 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a31	0.028197577	0.036363214	0.008301667	0.30327815	0.08380873	0.4565225	0.0029130892	0.021395471	0.0055266647	0.005667127	0.00061757996	0.004163808	0.040166795	0.0030775238
a20	0.007275809	0.03262834	0.0014959177	0.13149239	0.10716933	0.43035987	3.7290847e-05	0.011060158	0.00077132555	0.003554163	9.462676e-05	0.011182234	0.25515723	0.0077213338
a13	0.0061683683	0.011418031	0.0016641527	0.017064728	0.031370804	0.10265869	0.0001655438	0.00880596	0.06298207	0.4702057	0.0004594417	0.02819387	0.2581569	0.0006856403
a31	0.000635196	0.0038987233	0.00088335155	0.0012903891	0.001763741	0.00764656	0.003306619	0.11367338	0.12818128	0.4801463	0.002556745	0.06453577	0.18032879	0.011153149
a28	0.010811341	0.005589466	0.0004371112	0.13809863	0.015100182	0.19057049	0.0059364038	0.008576745	0.04627908	0.35463732	0.0015911417	0.037646737	0.1608817	0.02384366
a31	0.0008071872	0.0021440757	0.00031364305	0.0014554833	0.002774787	0.019594833	0.006445267	0.28018183	0.015746182	0.12071915	0.0014146414	0.11525106	0.3647314	0.06842045
a21	0.015663255	0.0049256	0.00022510244	0.06478215	0.024730904	0.20487775	0.005310217	0.011952163	0.06320614	0.404465	0.015105902	0.031016635	0.14134961	0.012389603
a31	0.004187262	0.011229621	0.0022599832	0.018206738	0.019957872	0.05614393	0.02834393	0.21825643	0.011078202	0.06576061	0.018346876	0.13832512	0.28225824	0.12564522
a20	0.00055725756	0.0005160553	7.138681e-05	0.0018612527	0.0009373035	0.018432766	0.0018630747	0.015561957	0.03353252	0.4110291	0.029185237	0.15521273	0.3268969	0.0043424293
a28	0.010590717	0.017886909	0.0045135287	0.015137947	0.017083025	0.07813214	0.06373578	0.17893218	0.02540352	0.12773202	0.03455953	0.16149755	0.18595107	0.0788442
a27	0.004871781	0.007279175	0.0017812239	0.008571894	0.008484707	0.17954469	0.012343715	0.057889123	0.024054896	0.14806174	0.046966407	0.18547271	0.25998533	0.054692667
a17	0.008421858	0.0071062646	0.0011905635	0.009497166	0.011673594	0.64553666	0.006518846	0.029202962	0.0028138917	0.026863175	0.0077215536	0.06161766	0.1566104	0.025225464
a4	0.0067054536	0.0008840177	0.00020562261	0.0033396285	0.0018703949	0.9759854	0.0011719711	0.0016391273	0.00018240171	0.00054822344	0.00023473123	0.0010631764	0.0056073493	0.00056260516
a13	0.0052610557	0.00076202117	0.00015888952	0.01687749	0.0038514684	0.9702965	0.0008131234	0.0010067475	0.000112543465	0.00021229815	5.1748448e-05	0.0001517979	0.00034893013	9.5508294e-05
a31	0.016963271	0.008156577	0.004528803	0.1153124	0.057333823	0.7112411	0.004453463	0.036032204	0.0043234895	0.025806582	0.00024437302	0.0060934527	0.00894151	0.0005690075
a18	0.0339479	0.011643168	0.005405551	0.12838204	0.10262505	0.42176634	0.018673206	0.08503357	0.027188366	0.07177678	0.011333911	0.028277954	0.04737717	0.0065689785
a36	0.0121175535	0.0014486439	0.00023822123	0.017074017	0.0043772007	0.96162283	0.0011826803	0.0010166961	0.000113065485	0.0001357209	8.366164e-05	0.00010240384	0.0002365911	0.00025079338
a46	0.049675122	0.006280024	0.003983972	0.13749681	0.0242695	0.73893243	0.0068900054	0.00692914	0.0037993984	0.0048484225	0.0033721465	0.004207099	0.005402738	0.0039131353
a31	0.010935709	0.0020556313	0.0018827372	0.095834464	0.054201286	0.81789714	0.0008005777	0.004808939	0.0019842382	0.0046585263	0.00045571712	0.0011390728	0.0025511382	0.0007948947
a20	0.047658343	0.022699984	0.011411852	0.14480531	0.0720639	0.37796524	0.021738825	0.06878553	0.027708238	0.07670822	0.009634207	0.058798756	0.050387815	0.009633867
a8	0.051592954	0.013447588	0.0040429463	0.04425184	0.035902526	0.8155597	0.0062855477	0.006926808	0.0032212404	0.0037556463	0.0028798422	0.0030766882	0.0048506237	0.00420598
a31	0.07619981	0.04205409	0.037579704	0.21575135	0.06437974	0.25544497	0.037476875	0.040401697	0.03803588	0.04081499	0.036315314	0.037457295	0.04051699	0.03757128
a24	0.03471986	0.02909492	0.027467843	0.06580929	0.038849704	0.5544843	0.029547658	0.035919823	0.028220937	0.033955317	0.026123956	0.036337204	0.032653544	0.026815642
a46	0.04546422	0.016137185	0.007254216	0.02276246	0.025837366	0.81561035	0.009343691	0.011820389	0.006363111	0.00728183	0.005809126	0.0064783297	0.012284462	0.00755324
</S>	0.059602533	0.052655566	0.05234125	0.15342821	0.074956074	0.18037345	0.051507812	0.055094324	0.053321846	0.056550197	0.05118863	0.052422225	0.054900628	0.051657256
