 	hai	già	mangiato	</S>
a31	0.6503606	0.2479967	0.010693201	0.0909495
a37	0.116396	0.5287893	0.0045813285	0.3502334
a31	0.03245608	0.73839235	0.0775537	0.15159787
a46	0.09296899	0.8411774	0.0347413	0.031112334
a31	0.06914062	0.83806646	0.025129301	0.067663565
a39	0.108521156	0.4950981	0.11631578	0.2800649
a20	0.13798183	0.17043178	0.14455394	0.5470325
a31	0.18551572	0.20426726	0.19465442	0.41556263
a46	0.24297595	0.24736686	0.24794883	0.26170838
a31	0.2402531	0.24214043	0.24163961	0.27596688
a18	0.2490517	0.24954908	0.24998116	0.25141805
a24	0.2459946	0.24658227	0.2466185	0.26080468
a46	0.24214348	0.24429855	0.24925	0.26430798
</S>	0.23539469	0.23974344	0.25763285	0.26722902
