 	credo	che	stanno	ancora	svegli	</S>
a31	0.10448396	0.021666368	0.36198348	0.1473607	0.35325754	0.011247905
a20	0.060920723	0.008542424	0.25415096	0.01259208	0.66074294	0.0030508402
a21	0.0004496938	5.063771e-05	0.00045616642	0.016146738	0.9801896	0.0027070742
a31	0.017771458	0.004322244	0.004746633	0.08717997	0.7717713	0.114208326
a37	0.3472596	0.02981021	0.022270419	0.017231435	0.5632558	0.020172521
a31	0.34498444	0.059942327	0.039385926	0.017737431	0.40906718	0.12888275
a13	0.49985823	0.071799785	0.04483682	0.025737895	0.28638986	0.07137739
a31	0.47301805	0.08377492	0.08618136	0.031445447	0.18166949	0.14391072
a20	0.049562085	0.022613404	0.017672176	0.17466664	0.47132477	0.26416087
a31	0.18004169	0.10560371	0.12423356	0.09467014	0.31604418	0.17940666
a39	0.017771635	0.045032077	0.049237907	0.23959468	0.3827566	0.26560706
a18	0.19162473	0.15005897	0.14471948	0.1417337	0.1938279	0.17803517
a33	0.26317328	0.15160349	0.10005082	0.10298065	0.20272459	0.17946722
a39	0.35714695	0.14452462	0.073876664	0.06282945	0.17911832	0.182504
a31	0.5064244	0.132624	0.061241403	0.036815114	0.1153602	0.14753486
a39	0.13362525	0.06228824	0.12591898	0.15572633	0.3981233	0.12431793
a33	0.45139524	0.3066082	0.073440805	0.01417764	0.025885787	0.1284924
a8	0.19777963	0.14131896	0.1200749	0.13287733	0.2523034	0.1556458
a31	0.32860652	0.105127305	0.08001074	0.071418725	0.25127658	0.16356018
a7	0.15254863	0.047695275	0.14033161	0.15917237	0.36368528	0.13656686
a31	0.6031755	0.1760852	0.053015374	0.027450215	0.03384794	0.10642579
a3	0.11734201	0.10600664	0.16466048	0.2649101	0.23746794	0.10961286
a31	0.4314203	0.12614442	0.11022278	0.104399934	0.10830469	0.11950783
a13	0.13673815	0.13142031	0.16111754	0.23043722	0.20502411	0.1352627
a20	0.39304462	0.12834127	0.11930581	0.116147205	0.11912561	0.12403546
a7	0.34124207	0.12801254	0.1274461	0.13014343	0.14572094	0.12743492
a35	0.34751165	0.12697847	0.14661746	0.11500522	0.14408182	0.11980534
a31	0.33324403	0.09049769	0.14741261	0.13386163	0.21222882	0.082755275
a20	0.08639179	0.07727039	0.20773782	0.26709497	0.26592988	0.095575206
a31	0.42833793	0.12633035	0.11134695	0.10976818	0.11033662	0.113879904
</S>	0.1531456	0.14371271	0.16240504	0.20890562	0.1861754	0.1456556
