 	io	non	ho	cosa	da	mangiare	</S>
a31	0.5080243	0.02343131	0.19975308	0.1274153	0.03663079	0.09526662	0.009478632
a37	0.5993895	0.0013611974	0.023883728	0.08923795	0.009215903	0.27415428	0.0027574475
a31	0.009451545	0.0011828551	0.0020772426	0.01506138	0.0151094105	0.9488437	0.00827387
a18	0.4980162	0.11876883	0.042694744	0.16953021	0.041426513	0.11652147	0.013042035
a31	0.0586145	0.016287033	0.012866065	0.16795218	0.05235503	0.68907785	0.002847285
a11	0.83279455	0.022254558	0.009679352	0.040046062	0.018763913	0.07253833	0.003923139
a37	0.61942476	0.027186105	0.005373273	0.045240223	0.047523886	0.2378237	0.017428068
a15	0.7455808	0.049421284	0.020499669	0.045148224	0.033986613	0.06914714	0.036216296
a39	0.74685055	0.04156229	0.015373238	0.13447444	0.015630387	0.035667352	0.01044168
a31	0.45629984	0.031106077	0.0354544	0.24195924	0.0537116	0.17190641	0.009562336
a39	0.2326958	0.27470103	0.11534476	0.19362113	0.051365245	0.08168535	0.050586745
a20	0.8254647	0.05227797	0.013085352	0.046276595	0.014466799	0.023823058	0.024605362
a24	0.7443427	0.05339496	0.01918133	0.1067724	0.016380733	0.05137899	0.008548837
a31	0.60348	0.025454577	0.02533494	0.09838406	0.047313258	0.17653798	0.02349515
a46	0.73287123	0.094123125	0.03399839	0.08070795	0.013294384	0.020270722	0.02473438
a31	0.33238342	0.11456363	0.052344665	0.09600435	0.08329175	0.11563793	0.20577428
a3	0.17208166	0.1380778	0.13628082	0.14003168	0.1368146	0.13752112	0.13919234
a31	0.18516491	0.14114223	0.12459989	0.13212043	0.12888016	0.13384098	0.15425141
</S>	0.15275507	0.14128679	0.14080444	0.14196603	0.14091875	0.14113152	0.14113745
