 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
a8	0.076999106	0.00017351982	0.00015041986	0.005256314	0.0073181414	0.0048300955	0.03501555	0.00067863107	0.17011529	0.007133862	0.6918776	0.00045140742
a31	0.0031824063	6.949661e-07	2.3847647e-07	1.7607057e-05	3.8864986e-05	0.00026845039	0.005315222	5.837982e-05	0.26039487	0.07734281	0.65314937	0.00023106473
a28	0.0062675835	1.2739945e-06	3.3798275e-07	2.1114427e-05	0.000117030686	0.0019928	0.01543945	0.00021890373	0.57596093	0.12660046	0.27163795	0.0017421922
a31	0.0011046808	2.4342478e-05	3.7968493e-06	0.00043392697	0.0019421607	0.013764377	0.08516637	0.0008036554	0.6012596	0.0561588	0.23476538	0.0045728944
a20	0.00135075	0.00065270334	7.818245e-05	0.00042066004	0.0008866675	0.0031397894	0.29815808	0.003550838	0.19413367	0.1697532	0.31327775	0.014597717
a31	0.0007127895	0.00032018314	0.0002649851	0.000964428	0.002424722	0.007436155	0.20611547	0.004166518	0.31315786	0.21946917	0.22797836	0.016989347
a21	0.002056174	0.0016307986	0.00021874033	0.0022548481	0.0028449472	0.003267807	0.26234257	0.004356725	0.17521101	0.14129412	0.3878695	0.016652755
a31	0.0010176067	0.0011168217	0.00040034778	0.00062204513	0.0004896928	0.0005344289	0.019934474	0.0013192823	0.47344145	0.30780897	0.18530841	0.008006417
a17	0.0045063556	0.007242178	0.00080081704	0.004026821	0.003806167	0.0032894332	0.094604895	0.003359911	0.34372658	0.36759925	0.12483155	0.042206082
a29	0.0041554486	0.005766019	0.0013401556	0.0012554773	0.0014553566	0.0011685597	0.010868287	0.0018482766	0.55785745	0.29102296	0.08132246	0.041939557
a24	0.01895124	0.017584207	0.005424433	0.0030352403	0.004324673	0.0031283565	0.01999943	0.0067878454	0.60304683	0.14592645	0.14062674	0.031164562
a37	0.045881562	0.014913331	0.004397044	0.0018566658	0.0035991117	0.0020051827	0.024086645	0.0048843115	0.4771829	0.10373234	0.29899243	0.018468497
a8	0.026081592	0.004857289	0.0016662573	0.00070844096	0.00106153	0.0006612994	0.008694959	0.0019571225	0.12290837	0.037062217	0.7882061	0.00613488
a31	0.07287323	0.0060273623	0.0068840906	0.0052703763	0.00956084	0.0034174286	0.031415828	0.0047090994	0.12544246	0.037739858	0.6728088	0.023850571
a24	0.017811643	0.015086114	0.00516181	0.023270752	0.013082036	0.014441693	0.274121	0.009891597	0.3265828	0.104216084	0.18934321	0.006991226
a31	0.037414677	0.0035716984	0.0013637553	0.0015384172	0.0024778754	0.000908022	0.017050657	0.0008026521	0.15826686	0.029887166	0.7447819	0.0019362768
a17	0.009587672	0.044473365	0.006469747	0.015449594	0.016769793	0.01823807	0.09963219	0.030443082	0.43786272	0.14911601	0.16088611	0.01107171
a31	0.051169608	0.01013088	0.003492994	0.0027609312	0.0060281223	0.0055717104	0.047335412	0.004918288	0.13314115	0.03580159	0.69426024	0.005389097
