 	le	buone	canzoni	si	scrivono	alla	notte	</S>
a46	0.36393774	0.5535571	0.03970612	5.7197423e-05	0.03505311	4.617154e-06	0.0074821906	0.00020196445
a8	0.057078607	0.6966016	0.0073177135	0.00018690657	0.05138974	5.290817e-06	0.16707027	0.020349812
a31	0.0007529566	0.007701339	0.00073490234	6.325618e-06	0.051550735	2.394769e-06	0.9388512	0.00040019726
a41	0.013901086	0.7608208	0.012884222	1.7153185e-05	0.12301523	3.9662827e-06	0.0884892	0.0008683382
a31	0.00022148635	0.07805683	0.004180131	4.623029e-05	0.1103017	3.3348097e-05	0.8048747	0.0022855608
a0	0.0016426988	0.09196204	0.00085610035	0.00013581377	0.04182478	0.00011701092	0.8553766	0.008084991
a31	0.000884363	0.063806415	0.0015100614	0.0001785528	0.08469318	0.00017871277	0.83932996	0.00941875
a39	0.035632547	0.015929097	0.0006767963	0.004246739	0.07082287	0.0023149534	0.816829	0.05354787
a31	0.016133029	0.01566947	0.006971292	0.009227798	0.25131384	0.007002804	0.6579175	0.0357643
a10	0.022961337	0.018076077	0.0031407617	0.026671333	0.19659804	0.015627079	0.6457785	0.07114696
a20	0.029202776	0.029461049	0.011038552	0.037572816	0.4653853	0.027580924	0.37370354	0.026055045
a31	0.015662335	0.01032746	0.005941833	0.033816528	0.5498904	0.022072418	0.34854397	0.013745063
a10	0.008832312	0.019091027	0.0084289685	0.041334182	0.4077157	0.033289593	0.45203954	0.029268678
a20	0.036501735	0.033551183	0.009627732	0.044762693	0.46438783	0.03086226	0.357994	0.022312596
a31	0.008040101	0.0060319942	0.0058700414	0.040033355	0.4564945	0.025057228	0.44047806	0.017994698
a13	0.0021246183	0.016999355	0.018818794	0.07186656	0.3431975	0.058206663	0.45921484	0.029571692
a20	0.4868291	0.12006271	0.016042097	0.03424655	0.16826835	0.031726994	0.120673575	0.02215064
a31	0.036870822	0.029369473	0.01750964	0.11658824	0.34547877	0.11403464	0.31409016	0.026058253
a28	0.002858774	0.01943703	0.051455215	0.13430572	0.378773	0.119978584	0.24071307	0.05247858
a24	0.55443656	0.1216698	0.031023711	0.039923087	0.101013064	0.04162357	0.07423508	0.036075205
a46	0.24348862	0.081201784	0.06570705	0.1144503	0.17559986	0.12425963	0.12788925	0.067403436
a39	0.051718622	0.039378036	0.054842744	0.13359739	0.38049355	0.1436967	0.14934997	0.04692304
a46	0.24169855	0.049242616	0.030339781	0.09841045	0.29955715	0.11053531	0.14008263	0.030133547
a8	0.07576808	0.06161535	0.104853034	0.10930142	0.32665968	0.10641478	0.13702619	0.07836139
</S>	0.13903213	0.048978128	0.078712955	0.09227224	0.36458912	0.091402024	0.12827297	0.056740414
