 	la	pasta	vuole	sale	</S>
a31	0.075340286	0.6670163	0.18316011	0.07403825	0.0004451024
a15	0.051872548	0.810859	0.09323157	0.04381009	0.00022680909
a31	0.00061784894	0.10686901	0.03610992	0.85277104	0.0036321604
a13	0.028460702	0.92289346	0.01124954	0.036605127	0.0007911565
a31	0.037992526	0.21814641	0.011111308	0.69557065	0.03717905
a6	0.08222566	0.90980583	0.0055280114	0.0013168073	0.0011238358
a31	0.5814394	0.18088229	0.019778676	0.09712185	0.12077781
a46	0.25582984	0.53364486	0.01730507	0.062782764	0.13043751
a31	0.5478976	0.231746	0.12618944	0.037649516	0.056517545
a46	0.43551308	0.1355419	0.093151525	0.16267262	0.17312086
a20	0.2825228	0.4170746	0.21495958	0.038549207	0.046893694
</S>	0.1492486	0.58634347	0.18252487	0.036888603	0.044994384
