 	devo	comprare	il	pane	ogni	giorno	</S>
a8	0.384341	0.06729673	0.37537813	0.15424348	0.014786368	0.00013569141	0.0038185806
a31	0.9483533	2.5806252e-05	0.049481932	0.0009997109	0.00073941937	1.0902666e-05	0.00038897683
a10	0.37603962	0.017422255	0.37601668	0.060191747	0.15711565	0.0007426292	0.012471404
a20	0.013039397	0.001136726	0.026833313	0.26699394	0.62938464	0.0013698769	0.061242174
a10	0.03388938	0.010410357	0.0942866	0.42574173	0.32455903	0.0020700688	0.10904277
a31	0.019147553	0.008323188	0.023749392	0.087549224	0.09811276	0.0108928075	0.7522251
a14	0.011764015	0.014965239	0.009906993	0.05944328	0.16229762	0.023215206	0.7184077
a31	0.054295246	0.015114633	0.016674735	0.026192281	0.011161073	0.023712352	0.85284966
a37	0.26570198	0.03363934	0.09750079	0.052375488	0.09296601	0.22085387	0.23696251
a31	0.24069434	0.019727835	0.03567871	0.066615485	0.12779048	0.15644954	0.35304362
a46	0.411957	0.04584386	0.040915925	0.04214539	0.068143055	0.33237222	0.058622546
</S>	0.75012296	0.030435774	0.030542893	0.023282278	0.025430549	0.094435684	0.0457499
