 	dovevo	comprare	il	pane	</S>
a31	0.99231064	0.00033809914	0.0034474027	0.0036076051	0.00029636733
a46	0.99497	0.0003022505	0.0020956728	0.0025943376	3.7764366e-05
a31	0.036150236	0.000257009	0.041179817	0.9207179	0.0016951275
a18	0.69553655	0.00864031	0.04044809	0.20441541	0.050959624
a13	0.64036876	0.017044837	0.13650137	0.16038865	0.04569651
a0	0.94320005	0.010968663	0.012049339	0.02296492	0.010817008
a20	0.9131072	0.017138872	0.014060085	0.041206736	0.014487196
a7	0.8220979	0.01912392	0.017208466	0.12521265	0.016356988
a20	0.62591344	0.010623523	0.029576693	0.31233907	0.02154735
a31	0.55920917	0.009795654	0.049643625	0.3616591	0.019692522
a11	0.3303155	0.005189745	0.20392685	0.41771546	0.042852413
a39	0.75627106	0.021917243	0.024889406	0.09084046	0.106081836
a31	0.6117446	0.021183172	0.038873743	0.19388682	0.13431174
a13	0.78626513	0.03265169	0.06784564	0.06773225	0.045505255
a17	0.8018069	0.04887116	0.03507913	0.042122863	0.07212006
a31	0.47489554	0.12931047	0.12436367	0.1280609	0.14336945
a46	0.27270675	0.17646389	0.18428555	0.18437345	0.18217035
a20	0.270268	0.18025824	0.17570816	0.18002564	0.19373997
a31	0.21529207	0.19518304	0.19496408	0.1969395	0.19762133
</S>	0.20341325	0.19182709	0.20894724	0.202592	0.19322047
