 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
a31	0.0047854595	0.08173133	2.9414607e-05	3.9771214e-05	0.23336409	0.058491997	0.6200395	0.0015184805
a39	6.815866e-05	0.044997767	4.1384715e-06	1.1404177e-06	0.057938997	0.04882029	0.8458322	0.0023372355
a41	8.3182975e-05	0.0015368906	7.2761877e-06	2.0874597e-06	0.003068963	0.0015303799	0.99321246	0.000558812
a39	0.0013278408	0.022519361	4.5041244e-05	3.4308632e-05	0.012440486	0.008357147	0.95195407	0.0033217128
a20	0.012630697	0.13248003	0.001077323	0.0010120822	0.070440106	0.09959349	0.6530713	0.029694937
a0	0.011127976	0.08181359	0.0013595867	0.0012457627	0.08041352	0.11524634	0.66765666	0.041136574
a31	0.034415815	0.06405131	0.0059900247	0.005778466	0.16332585	0.21526396	0.39832783	0.11284679
a13	0.07508692	0.33564958	0.07770856	0.077660844	0.08431532	0.08809951	0.112449974	0.14902927
a17	0.054309074	0.046892148	0.043253113	0.042245194	0.08737153	0.16432971	0.2314189	0.3301804
a31	0.05269338	0.047605135	0.04409655	0.04262871	0.13875364	0.21024612	0.17962632	0.28435016
a3	0.0952024	0.29115713	0.08805421	0.087491706	0.10789708	0.11058807	0.10391909	0.115690336
a46	0.11795701	0.10866626	0.078439	0.07829431	0.08391234	0.1005572	0.1231417	0.3090322
</S>	0.11914499	0.11947142	0.118654676	0.1184793	0.12395819	0.12584518	0.12520951	0.14923677
