 	che	vende	buon	pane	</S>
a17	0.27226746	0.7009175	0.017491356	0.008919741	0.00040387016
a31	0.06253144	0.8117286	0.04655017	0.030582983	0.04860676
a11	0.046138838	0.38029745	0.10092104	0.47203246	0.00061024807
a39	0.0023718192	0.9134578	0.030656667	0.05328298	0.00023078862
a35	0.0006860838	0.9783102	0.005917112	0.014559898	0.0005266702
a39	0.001414873	0.95332456	0.007893297	0.03380551	0.0035616274
a31	0.004407349	0.94113433	0.008592657	0.0396022	0.0062635
a24	0.0070665027	0.8629362	0.018745162	0.095285416	0.015966672
a18	0.10434785	0.8858527	0.0009322085	0.002188534	0.0066787302
a31	0.28982508	0.26036602	0.024912119	0.050055914	0.37484092
a13	0.14705364	0.7777799	0.035157543	0.023530051	0.016478937
a31	0.25835705	0.07150293	0.037154924	0.051475503	0.5815096
a46	0.18894997	0.23787719	0.18513566	0.1918964	0.19614083
a8	0.18580939	0.21290395	0.17234732	0.17156917	0.2573702
</S>	0.19204552	0.20417829	0.18810269	0.18882704	0.22684649
