 	se	vieni	a	casa	ogni	sabato	</S>
a23	0.36385745	0.39549458	0.18755122	0.0013432062	0.04783947	0.002364186	0.0015499329
a31	0.60456586	0.29227507	0.038249273	8.309982e-05	0.061814234	0.0018588366	0.0011536547
a11	0.2809195	0.5957448	0.092449345	2.3667997e-05	0.029514028	0.0011377044	0.00021097754
a21	0.016537175	0.04003264	0.0042848755	0.00070151855	0.8930082	0.03609122	0.009344419
a31	0.0129885785	0.06215359	0.012242378	0.00227534	0.766578	0.0839268	0.05983529
a20	0.03534988	0.043437704	0.008362414	0.0059783584	0.2901539	0.37363586	0.24308191
a31	0.08273489	0.1431955	0.012715193	0.006077971	0.14272085	0.2656866	0.346869
a10	0.22198394	0.02797733	0.001195297	0.023956265	0.26084232	0.2103407	0.2537042
a31	0.101710215	0.045136668	0.010249537	0.033524178	0.26056468	0.1191982	0.42961657
a21	0.015928045	0.054520816	0.0127371745	0.14659902	0.24245676	0.36510685	0.16265132
a11	0.47899303	0.1505476	0.05569953	0.061349183	0.12584805	0.06392655	0.06363604
a3	0.28404284	0.14826503	0.09828145	0.10557352	0.13725829	0.1206725	0.1059064
a33	0.5279397	0.13715474	0.059025366	0.058620397	0.08978921	0.06814835	0.059322257
</S>	0.40172312	0.04786934	0.20338678	0.04400579	0.23788056	0.03364674	0.031487633
