 	non	so	cosa	scrive	</S>
a46	0.03214749	0.01629917	0.9452923	0.00016400818	0.0060970983
a8	0.0018980072	0.00036299365	0.91256434	2.0362255e-05	0.08515433
a31	0.034594703	0.023548987	0.91418797	0.0015516514	0.02611664
a13	0.033788044	0.19095042	0.70146704	0.00045261247	0.07334178
a31	0.068327814	0.52027863	0.29927763	0.007826256	0.10428966
a28	0.29253858	0.569435	0.019768842	0.023343492	0.094914064
a31	0.1656082	0.5486031	0.043077476	0.035153065	0.20755821
a37	0.19922437	0.35102084	0.010586545	0.0550089	0.38415936
a31	0.15363583	0.1348044	0.030367935	0.15681684	0.52437496
a11	0.11573153	0.1624427	0.08818593	0.15707129	0.47656858
a31	0.13938804	0.15397555	0.11682749	0.16595985	0.4238491
a20	0.18862085	0.19480032	0.18739589	0.218104	0.21107899
a31	0.17840002	0.18883975	0.17203996	0.18477517	0.27594507
</S>	0.19501467	0.19648947	0.19502825	0.2128634	0.20060425
