 	le	melanzane	vogliono	ee	girate	</S>
a31	0.090981536	0.40394476	0.15642107	0.14722145	0.19662774	0.004803408
a20	0.018283978	0.5252653	0.1442249	0.24664854	0.054431953	0.011145393
a18	0.0036675974	0.32074463	0.40234914	0.07007928	0.19701436	0.0061450284
a20	9.9058045e-05	0.09609963	0.83355445	0.04088357	0.029301519	6.172596e-05
a38	6.153399e-05	0.08904619	0.8352341	0.05920328	0.016343446	0.00011151316
a17	5.1695108e-05	0.110730484	0.7842553	0.0903195	0.014514073	0.00012903883
a31	0.00032776213	0.14126071	0.22327922	0.5830888	0.05160807	0.00043542308
a20	2.8967555e-05	0.03927063	0.56948084	0.32431787	0.066893056	8.653201e-06
a41	0.00035435054	0.0246964	0.4177676	0.5288963	0.028227847	5.7583868e-05
a29	0.00020583076	0.0034124618	0.44449157	0.5269853	0.02487265	3.225374e-05
a11	0.0003743255	0.00291567	0.052271098	0.8758346	0.06857078	3.3513497e-05
a31	0.00027935454	0.0059592514	0.013087393	0.76834166	0.21228577	4.6519945e-05
a8	0.0008538978	0.047764443	0.37986687	0.47400287	0.09744234	6.9615126e-05
a31	0.0016453323	0.0023661715	0.03312141	0.31365383	0.64726776	0.0019454084
a1	0.0026347481	0.010591578	0.51814073	0.3925157	0.07545182	0.0006654296
a31	0.015774442	0.013755538	0.04713559	0.1936536	0.7011022	0.02857866
a3	0.0068004737	0.0150830075	0.37698048	0.49307922	0.10557041	0.0024864175
a31	0.0083699655	0.008425329	0.0076309843	0.11787552	0.8114392	0.04625901
a8	0.02453814	0.028573586	0.1330363	0.29517645	0.49465623	0.024019279
a23	0.01492205	0.009034736	0.013391076	0.078203514	0.866215	0.018233584
a31	0.033555042	0.023451818	0.029193915	0.12950775	0.7567236	0.0275679
a46	0.043546196	0.052217722	0.2547087	0.20324413	0.35423425	0.09204893
a37	0.024890263	0.015167594	0.013097872	0.09217346	0.8305871	0.024083782
a46	0.065501876	0.04084101	0.03926166	0.12378047	0.69497585	0.035639152
a24	0.00809131	0.008076385	0.022120297	0.1688359	0.7810534	0.011822652
a31	0.0065484275	0.0044830833	0.007979851	0.0788977	0.88935125	0.012739696
a46	0.045298986	0.09701967	0.3692863	0.16763304	0.19050898	0.13025303
a31	0.016905388	0.011855989	0.006952615	0.038911752	0.8933834	0.031990875
a8	0.04948191	0.051454373	0.26350352	0.2164691	0.34446615	0.074625015
a24	0.018693948	0.011896929	0.027098766	0.08398754	0.8391881	0.019134743
a8	0.03092771	0.019788979	0.030054769	0.18284325	0.71833247	0.018052865
a31	0.0047802962	0.0046986905	0.015003222	0.096352	0.86787957	0.011286138
</S>	0.049604475	0.06492815	0.33659062	0.18185672	0.24860896	0.11841116
