 	non	ci	dimentichiamo	mai	</S>
a31	0.17757905	0.15797243	0.61648196	0.03781041	0.010156123
a20	0.016534582	0.013766176	0.96210194	0.0052346694	0.002362641
a31	0.0012134103	0.51730126	0.42629406	0.05138025	0.0038110183
a11	0.029965287	0.80981064	0.15306757	0.0063960203	0.00076047203
a20	0.0037433333	0.48412699	0.492839	0.015002946	0.004287723
a31	0.0039147926	0.36362264	0.5910975	0.027790533	0.013574555
a11	0.012402744	0.5962073	0.34547004	0.035895035	0.010024889
a31	0.01803494	0.086763754	0.57276535	0.16293047	0.15950552
a18	0.006713357	0.2644284	0.3305645	0.19163582	0.20665792
a42	0.41601112	0.080598615	0.15151694	0.10404604	0.24782735
a31	0.31537387	0.14337288	0.17148788	0.13570026	0.23406507
a18	0.180816	0.16200021	0.23464535	0.28711045	0.13542803
a31	0.5348438	0.0999347	0.11087829	0.09943484	0.1549083
a39	0.19500013	0.20111547	0.20169035	0.20093277	0.2012613
a31	0.20959787	0.1909073	0.20243211	0.19282451	0.20423822
a20	0.1990249	0.20010783	0.20039542	0.2004329	0.20003894
a39	0.20630899	0.19531304	0.20070167	0.19621328	0.20146298
a31	0.21648723	0.19671799	0.1960634	0.19501056	0.19572078
a14	0.19677386	0.19779304	0.20245825	0.20603618	0.19693868
a46	0.24862392	0.18698053	0.18813442	0.1863987	0.18986239
a20	0.20000285	0.19932878	0.20082568	0.1994737	0.20036902
a31	0.20420913	0.1988194	0.19943298	0.19844036	0.19909814
</S>	0.19538245	0.196371	0.20374498	0.2090205	0.19548105
