 	i	bambini	piccoli	non	si	vestono	da	soli	</S>
a8	0.7299226	0.0292974	0.00095301715	0.0019507855	0.1309138	0.07855163	0.013047207	0.009702974	0.0056606205
a13	0.9899324	6.738578e-06	6.698223e-07	1.2756338e-06	0.00049932324	0.002147197	0.00040734204	0.0068234103	0.00018175528
a0	0.8883104	0.01442273	2.569912e-05	0.0002548995	0.020742849	0.013869198	0.011947065	0.042449266	0.007977881
a31	0.0865917	0.0020564687	5.4315093e-05	0.00056187925	0.04049645	0.311969	0.21782142	0.2883268	0.052121945
a18	0.18083398	0.0040401397	0.0001764186	0.00095148647	0.04556948	0.14377047	0.17876855	0.3677993	0.078090146
a31	0.016119672	0.006456497	0.00057264697	0.004219892	0.00862042	0.045965035	0.3248827	0.27836955	0.31479356
a28	0.12826863	0.024414722	0.001228917	0.010817098	0.008799238	0.025945367	0.23320183	0.3799487	0.18737552
a20	0.081747204	0.013701104	0.0011983102	0.00788864	0.010280405	0.018246582	0.19915377	0.3977471	0.27003688
a31	0.09081626	0.013220444	0.0017214005	0.011818879	0.017288145	0.012496523	0.057019256	0.47681305	0.31880602
a7	0.31936598	0.013127149	0.009195587	0.016570678	0.021737047	0.019535944	0.034449216	0.5198855	0.046132978
a38	0.16355951	0.018309597	0.0065766107	0.022799397	0.023953548	0.041172832	0.054141056	0.51300263	0.1564848
a24	0.5430633	0.033589818	0.011571878	0.03658551	0.022941837	0.02823652	0.062706366	0.20722042	0.054084267
a46	0.8506797	0.032768846	0.009037812	0.03161186	0.02184771	0.010986808	0.0100877555	0.018506577	0.014472991
a31	0.7718902	0.01849314	0.011171052	0.026764045	0.0449576	0.024921127	0.015296768	0.07048562	0.016020482
a38	0.7401538	0.020038828	0.0128838895	0.015006931	0.032322392	0.025842851	0.033522036	0.0839809	0.036248382
a31	0.82341784	0.03168068	0.014757044	0.029925436	0.03243339	0.019546326	0.01470812	0.016532717	0.016998362
a13	0.19201328	0.099056624	0.0987289	0.098977685	0.09993242	0.09940707	0.101139516	0.110535376	0.10020908
a31	0.24952617	0.09724777	0.090671085	0.095533326	0.09430918	0.09435965	0.091531634	0.094609074	0.09221206
a8	0.11748876	0.10955794	0.109530784	0.10960915	0.10963644	0.109727755	0.11046714	0.114001796	0.10998024
a20	0.17542304	0.10403358	0.101117074	0.10321021	0.10292143	0.10389042	0.10192434	0.105284	0.102195896
a31	0.123992026	0.10777752	0.10697132	0.10727269	0.10730165	0.1074567	0.109903865	0.121321134	0.10800306
a15	0.115666635	0.10912918	0.108979	0.10908371	0.10907737	0.10932763	0.11083894	0.117838226	0.110059276
a31	0.17038672	0.10583184	0.102289714	0.10401416	0.10324517	0.10312935	0.10272836	0.105106845	0.103267826
a20	0.11584365	0.1097962	0.10962607	0.10967197	0.10968464	0.10981128	0.110692486	0.11470639	0.11016729
a39	0.14053485	0.10829606	0.10647331	0.10732886	0.10690278	0.10688085	0.10694438	0.10945784	0.10718105
a31	0.17547512	0.1044109	0.10063166	0.10098247	0.10147028	0.10099778	0.10245228	0.11133897	0.10224056
a8	0.11518851	0.10922045	0.10908284	0.10918962	0.10918577	0.10939955	0.1109108	0.11780031	0.11002208
a31	0.15371104	0.10594612	0.1040164	0.10522846	0.105160646	0.105702594	0.10470911	0.10992767	0.10559801
a37	0.11734405	0.109608494	0.10933601	0.1093867	0.10939337	0.10953263	0.11051621	0.11496012	0.10992233
a20	0.1299843	0.1090874	0.107991226	0.1085812	0.10838122	0.10837947	0.10834815	0.11061227	0.108634755
a8	0.1639161	0.10555428	0.10260063	0.102809444	0.103117384	0.10290971	0.10412039	0.11110248	0.10386966
a20	0.1627296	0.102128856	0.10003447	0.10177999	0.10276881	0.10254647	0.10324455	0.12155208	0.10321511
a31	0.14928949	0.09987204	0.09750883	0.09799126	0.0985845	0.09911109	0.10766339	0.14847237	0.10150702
</S>	0.11954595	0.107388854	0.10706061	0.10718964	0.10720712	0.107892476	0.11042642	0.12297031	0.11031864
