 	perché	aveva	lavorato	molto	</S>
a46	0.93345946	0.04609924	0.006813026	0.0090071	0.0046211355
a31	0.9514785	0.00075067166	0.012550199	0.026918644	0.008302196
a17	0.8193866	0.014012952	0.13100433	0.029057423	0.0065386654
a31	0.09262146	0.0055365656	0.03496722	0.79402244	0.07285232
a37	0.105266176	0.268709	0.0566164	0.4157581	0.15365039
a31	0.13417135	0.07122115	0.05208668	0.4703428	0.27217796
a18	0.43617073	0.22929169	0.029799692	0.13065407	0.17408386
a10	0.70977527	0.018029993	0.051865112	0.10689119	0.11343842
a31	0.23670165	0.0525872	0.15479426	0.3392317	0.21668525
a46	0.85424095	0.02747386	0.06272734	0.028257282	0.027300565
a20	0.8204777	0.03001008	0.040666338	0.0367694	0.07207638
a11	0.7363805	0.04514746	0.040597256	0.06349755	0.114377156
a18	0.8663286	0.027573828	0.032129556	0.028396396	0.04557147
a31	0.9245488	0.02343392	0.02633631	0.016623873	0.00905707
a0	0.8261659	0.05331481	0.07916627	0.021538438	0.019814664
a31	0.8593714	0.03129445	0.03407633	0.03080875	0.04444913
a8	0.2428237	0.18886365	0.19191101	0.18806796	0.1883336
a31	0.40154234	0.14377898	0.14391974	0.14578143	0.16497757
a7	0.2025996	0.19889614	0.20049472	0.1990506	0.19895893
a31	0.2990717	0.17289211	0.17316008	0.17366615	0.18120994
</S>	0.20192479	0.19866365	0.2016248	0.19905356	0.1987332
