 	non	aveva	dove	a	stare	</S>
a31	0.4186594	0.0016327841	0.38502854	0.022622563	0.17044258	0.0016140788
a8	0.7946311	0.0005081947	0.15914646	0.0052844468	0.039650686	0.0007790657
a31	0.004892238	4.3589633e-05	0.026065746	0.0027817478	0.96616024	5.6413803e-05
a28	0.34645954	0.0063000447	0.08028999	0.037954513	0.52050525	0.008490687
a37	0.021161392	0.01029269	0.06567198	0.05444918	0.8272532	0.021171486
a31	0.6237678	0.04794936	0.09505674	0.06692304	0.12057163	0.04573139
a18	0.1299298	0.123525985	0.3819789	0.073003806	0.2646057	0.026955798
a0	0.61003894	0.12525879	0.10520572	0.031363863	0.068906955	0.0592257
a23	0.29688257	0.111324705	0.11207442	0.117816016	0.16315243	0.19874981
a8	0.11785404	0.04407253	0.056283254	0.2019895	0.400965	0.17883573
a31	0.036005665	0.008995118	0.033934142	0.11983035	0.68896896	0.11226571
a20	0.016145423	0.008882224	0.047920413	0.25177607	0.63261914	0.042656675
a31	0.22221102	0.0983333	0.10677471	0.1567361	0.22018926	0.19575562
a20	0.1432391	0.16205147	0.1681954	0.1754239	0.18839973	0.16269037
a24	0.23069872	0.15733773	0.15445058	0.14846286	0.15313205	0.15591809
a8	0.25551918	0.15647335	0.15213795	0.14099836	0.147976	0.14689516
a31	0.17304456	0.14964893	0.15179247	0.16097993	0.18066211	0.18387203
</S>	0.12514761	0.12213017	0.13920939	0.17660359	0.27914688	0.15776235
