 	era	molto	stanco	</S>
a46	0.009050962	0.00045505495	0.98835933	0.0021347306
a8	0.027294831	2.0420712e-05	0.9673585	0.0053261826
a37	0.0014437212	9.742368e-06	0.9983304	0.0002161714
a31	0.0008314164	0.00012693646	0.9987445	0.00029714525
a0	0.0010070867	0.00021253775	0.99766374	0.0011166101
a20	0.16448173	0.00664542	0.7054597	0.12341314
a31	0.1605581	0.01085579	0.6931488	0.13543732
a39	0.058303747	0.018301336	0.82414705	0.09924794
a41	0.73225456	0.03855701	0.048771158	0.18041724
a31	0.5621458	0.03970091	0.16320358	0.23494962
a28	0.23317003	0.27149248	0.34576866	0.14956878
a11	0.6834555	0.14786027	0.044566236	0.12411795
a20	0.48055243	0.20201656	0.13871041	0.17872058
a31	0.35102752	0.21358904	0.2062461	0.2291373
a11	0.26144212	0.23692514	0.29176217	0.20987062
</S>	0.3993597	0.23361923	0.17264189	0.19437917
