 	prima	di	andare	alla	scuola	</S>
a7	0.028072702	0.9514022	0.0009301826	0.0008228844	0.00085543835	0.017916666
a11	8.926142e-05	0.98597544	0.00017492512	0.00010337161	0.00021142821	0.013445663
a43	0.0065306723	0.9732251	0.0037500833	0.003996184	0.005263104	0.0072348677
a20	0.019874234	0.58164334	0.032956973	0.08370107	0.15004109	0.13178326
a31	0.077700205	0.4268004	0.07476119	0.06740154	0.18276474	0.17057194
a20	0.080507964	0.5426525	0.0409311	0.0515408	0.10872168	0.17564602
a31	0.123413496	0.20488295	0.18146813	0.0919324	0.068870336	0.3294327
a20	0.058764674	0.16486731	0.08346634	0.25447848	0.34556532	0.09285787
a31	0.042409293	0.070663996	0.22285226	0.24418458	0.2501441	0.16974576
a20	0.049085464	0.062131144	0.08154478	0.298973	0.45016366	0.058102004
a31	0.064980514	0.08499339	0.08850566	0.22820392	0.42315316	0.11016326
</S>	0.054874867	0.055695288	0.08056435	0.28232577	0.46697447	0.059565254
