 	non	so	cosa	stai	scrivendo	</S>
a31	0.0058099143	0.0055386038	0.012118605	0.20284657	0.7723342	0.0013520739
a21	0.00028458817	0.00040609736	0.0021630041	0.87352943	0.123275064	0.0003418245
a31	0.00054797385	0.001592761	0.0017195805	0.18697375	0.8038423	0.0053236126
a10	0.049554564	0.07662106	0.06868228	0.043112773	0.7608431	0.0011861967
a7	0.022618942	0.07354558	0.08082546	0.13132142	0.6909558	0.0007327761
a41	0.15747258	0.57149523	0.16260988	0.061247382	0.04651601	0.0006589133
a31	0.090286866	0.6922643	0.09830252	0.08666989	0.032265652	0.00021072869
a8	0.046009224	0.09328234	0.020128215	0.20291975	0.632804	0.004856482
a31	0.04789685	0.054950185	0.017110001	0.5711221	0.25101158	0.057909254
a8	0.16068698	0.29065427	0.18503816	0.20441931	0.14881173	0.010389629
a23	0.038744967	0.055160105	0.029457437	0.3462403	0.3710166	0.15938061
a8	0.044668533	0.06481654	0.024451513	0.2934228	0.43250218	0.14013839
a31	0.03643266	0.04806333	0.026880521	0.29890966	0.4409658	0.148748
a21	0.05427539	0.06459977	0.03509085	0.30917326	0.45213577	0.08472494
a31	0.040769212	0.0531603	0.011451321	0.14753011	0.61281645	0.13427262
a24	0.14700614	0.15245514	0.13829875	0.24501829	0.17819528	0.13902634
a21	0.022433244	0.022567226	0.0065806853	0.09313875	0.8278853	0.02739477
a31	0.1454516	0.12313065	0.098915994	0.15564178	0.37579042	0.10106953
a17	0.11179235	0.11701109	0.10389075	0.30062416	0.2500845	0.11659715
a20	0.08048308	0.06708926	0.023793543	0.12390982	0.61579216	0.08893216
a0	0.36651948	0.2267288	0.09804534	0.06478245	0.18014647	0.06377748
a31	0.10882005	0.12351842	0.0420949	0.17933182	0.5204301	0.025804738
a8	0.1608888	0.15639077	0.11518805	0.25976354	0.19604988	0.11171896
a37	0.070466116	0.06608464	0.05113945	0.14823058	0.5925326	0.07154665
</S>	0.16814217	0.17270358	0.13985643	0.15650977	0.21479517	0.14799291
