 	non	ho	cosa	a	fare	</S>
a8	0.2766984	0.5678685	0.12546933	0.021002911	0.008447629	0.00051321235
a31	0.6390291	0.2565723	0.0365622	0.0055607897	0.05678285	0.0054928474
a37	0.13376729	0.19441622	0.20841219	0.101261616	0.35906515	0.0030775005
a11	0.10546055	0.22051062	0.5060084	0.041683253	0.12519039	0.0011468078
a13	0.061772514	0.43379277	0.39141694	0.014847437	0.094864145	0.0033061441
a20	0.038320545	0.53250766	0.3027707	0.019296786	0.1038864	0.0032179176
a31	0.028938033	0.7705241	0.117646426	0.01781617	0.06054836	0.004526937
a8	0.010740462	0.032298345	0.45897907	0.41264692	0.0826987	0.0026366126
a31	0.1717453	0.5604104	0.124042496	0.07138806	0.01659667	0.055817097
a46	0.11633288	0.5345508	0.20217447	0.067398846	0.03537435	0.04416863
a8	0.19847113	0.20242923	0.1548337	0.12301278	0.112009756	0.2092434
</S>	0.15941688	0.14835769	0.15301599	0.17469576	0.14789999	0.21661372
