 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a8	0.050528146	0.008073643	0.11568501	0.8252652	0.000114521106	8.850893e-06	8.765105e-06	0.0003159309
a31	0.16699208	6.979947e-05	0.53852355	0.29299283	0.0001021217	2.1594417e-06	8.101912e-06	0.001309388
a37	0.06340045	0.0010397453	0.39971882	0.5354989	4.2347714e-05	1.2675625e-06	9.014337e-06	0.0002894217
a20	0.008786763	0.0009747719	0.590672	0.38947266	0.0033429796	4.040837e-05	0.00030280554	0.0064076767
a29	0.0058096834	0.003952048	0.05278866	0.9324878	0.0004891306	2.7611326e-05	0.00012044717	0.0043246076
a14	0.007769564	0.010560915	0.029572375	0.9418714	0.0014240317	0.0003918211	0.00034604827	0.008063824
a21	0.0054204096	0.0037468604	0.013567027	0.9710844	0.0006739706	0.0001266598	0.00022985706	0.0051507545
a31	0.048612747	0.019113412	0.032919217	0.89144754	0.0007716461	0.00019980667	9.121681e-05	0.006844433
a20	0.05238955	0.0016225633	0.5266635	0.41666424	0.0007981727	0.00011895115	5.025582e-05	0.0016928383
a6	0.0048050196	0.0018588677	0.046789207	0.9462652	5.3627336e-05	8.4898886e-05	2.9009232e-05	0.00011410217
a31	0.061453268	0.016964303	0.0082786	0.9042533	0.000606235	0.0027644997	0.0011540834	0.0045257057
a8	0.0048089502	0.0010891018	0.023331692	0.9675312	0.0013869299	0.0007191638	0.0006956232	0.00043729699
a20	0.38673568	0.079454295	0.07990917	0.24476515	0.0062404694	0.012859705	0.006933772	0.18310179
a31	0.19156903	0.02096471	0.243337	0.33364397	0.023477145	0.04687119	0.0579443	0.082192644
a37	0.020051684	0.0055533587	0.006065626	0.9452651	0.004115869	0.007200328	0.009523995	0.002223924
a31	0.20045194	0.12006173	0.051447436	0.09706785	0.031048514	0.04090337	0.036216438	0.42280275
a24	0.18805462	0.101346135	0.098881826	0.1513233	0.104799	0.11927015	0.13566008	0.10066491
a31	0.20688011	0.16060233	0.094509624	0.11258866	0.08778672	0.089592114	0.089047976	0.15899244
a20	0.12841175	0.12380215	0.12258477	0.12775618	0.12315472	0.12460679	0.12620024	0.123483434
a31	0.1297751	0.1245405	0.11961556	0.127359	0.119460635	0.12192452	0.12398967	0.13333496
a7	0.12476056	0.12318753	0.12234258	0.12566547	0.12383265	0.12682983	0.13013466	0.123246744
a35	0.11714509	0.10989555	0.10742828	0.16084671	0.11191566	0.12493181	0.13885187	0.12898502
</S>	0.16974051	0.1352768	0.091271795	0.20939296	0.091996334	0.09929111	0.106887296	0.09614322
