 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a31	0.45729646	0.0021122165	0.0014288415	0.04347978	0.033001278	0.00018007899	0.012620337	0.027756277	0.013744748	0.07530154	0.0018783353	0.037501782	0.28823632	0.0054619526
a27	0.0016400404	2.9723446e-06	5.7444227e-06	7.7084e-05	0.00013758546	1.5107347e-06	0.00025560125	0.00039454512	0.0002607584	0.04804141	0.0008227576	0.12874398	0.81541115	0.004204881
a20	0.0011809313	6.2908475e-05	1.7580527e-05	0.00033892412	0.0029769526	0.0019637875	0.0134841455	0.038577307	0.018778423	0.096333236	0.0020601084	0.044440366	0.7651593	0.014626056
a31	0.001299985	0.00040515442	8.903097e-05	0.0013081583	0.011024411	0.0008361959	0.0074032247	0.03030184	0.027426627	0.27363434	0.0014624184	0.07832462	0.53147006	0.035013907
a37	0.0010480522	0.0002821506	0.0001871764	0.00182072	0.0034372208	0.0007382989	0.016016912	0.05723975	0.016347263	0.15576467	0.006119844	0.27107054	0.45719975	0.012727674
a31	0.0008516828	0.00034844194	0.0003570118	0.0009014508	0.0011333489	0.00012525273	0.005379358	0.036889244	0.014767795	0.2743483	0.0015946971	0.17357992	0.475726	0.013997544
a27	0.0015995837	0.00032435462	0.0002799415	0.0026968056	0.00459909	0.0005403156	0.007875078	0.029166233	0.009368956	0.0814433	0.0011306793	0.38987684	0.46145532	0.009643583
a37	0.0010594983	0.0006062747	0.00033146018	0.00064606674	0.0005693056	0.000107973065	0.0011586775	0.010982752	0.006757599	0.22221126	0.0007532014	0.3682972	0.36689004	0.019628687
a31	0.0016450123	0.0015011011	0.0006631002	0.00088321965	0.00087532325	0.00022820456	0.0011961535	0.010442744	0.012626415	0.12485185	0.00042943985	0.36498666	0.444244	0.035426747
a22	0.0010878707	0.0024651992	0.0009963867	0.002758155	0.0026591332	0.0006335504	0.004513642	0.040363174	0.017569805	0.14917868	0.00055382703	0.13654934	0.60379916	0.036872085
a31	0.0017244662	0.0002375087	0.00010254907	0.00018187496	0.00015504382	3.223743e-05	0.00017593497	0.0011696911	0.002013427	0.039346166	0.0002539017	0.78251064	0.15225141	0.019845126
a20	0.0007365868	0.003790617	0.0015481492	0.00509829	0.005267958	0.00077036914	0.012122275	0.0853732	0.07447617	0.18653598	0.001898097	0.14491968	0.464585	0.01287767
a31	0.012904059	0.0014592896	0.0003679491	0.00051019725	0.00052592304	0.0004125095	0.0011096159	0.007246589	0.012843099	0.3324559	0.00049793575	0.44664764	0.13968192	0.0433373
a37	0.0006435774	0.0032230285	0.0007515462	0.0023591113	0.004345621	0.0041229613	0.0072234524	0.022066323	0.00804938	0.12122412	0.0017661818	0.071421795	0.72105	0.031752862
a31	0.010205878	0.0014978445	0.0004976203	0.0005091272	0.0007266807	0.0009846007	0.0011727439	0.0058969655	0.007332827	0.22020742	0.0012519693	0.41975832	0.25152525	0.07843273
a3	0.0007456796	0.004515085	0.0011354132	0.00242279	0.004830426	0.0061872834	0.007825502	0.015156514	0.007916773	0.10006477	0.0033620528	0.097011864	0.7146509	0.03417489
a31	0.008578824	0.0023325426	0.00085977535	0.000871546	0.0015347205	0.0024113134	0.002637391	0.0089688385	0.01037247	0.16145949	0.002531292	0.41760147	0.32811904	0.051721264
a18	0.0013481157	0.0051752827	0.0015050509	0.0025734773	0.005235828	0.0076300823	0.008672112	0.013756162	0.009972719	0.09798956	0.00527711	0.17090252	0.6412117	0.028750224
a31	0.008219169	0.0028034074	0.0010010706	0.00096897816	0.0017759628	0.0029794285	0.0032328053	0.010299443	0.011746242	0.12175313	0.0029715865	0.50209796	0.30468392	0.02546685
a39	0.0025708952	0.0063081165	0.0018492297	0.0028574697	0.005912143	0.009052762	0.010197308	0.016790735	0.014183027	0.11746083	0.0071338196	0.26132357	0.52553433	0.01882576
a8	0.012810507	0.0034708504	0.0013048974	0.001284309	0.0024832885	0.0049353978	0.005885631	0.019034084	0.017506931	0.1452933	0.005144536	0.44222566	0.3188161	0.01980453
