 	ti	dico	una	cosa	però	non	parlare	di	queste	cose	con	Maria	</S>
a46	0.41191036	0.47268787	0.03223382	0.047874004	0.0083083445	0.0013397367	0.010618914	0.011937609	0.00065040926	0.00019553353	0.0005726768	5.7823694e-05	0.0016128103
a28	0.8685009	0.10820152	0.007079053	0.0018790996	1.1265199e-05	1.6911508e-06	0.00086330576	0.003772925	5.8213677e-06	1.1546486e-05	0.008681465	4.74333e-06	0.0009866029
a15	0.18726103	0.32693246	0.04691412	0.079822935	0.0020768538	0.0010061458	0.028596709	0.2357851	0.012643435	0.00020959422	0.06317845	0.00019865179	0.015374544
a31	0.15523234	0.01949933	0.0062837144	0.0041518975	0.0024657873	0.0024050223	0.15581296	0.38856763	0.0048807715	0.0010071668	0.22680055	0.000699834	0.032193027
a20	0.11078945	0.021412319	0.0068124924	0.0030832118	0.0026065623	0.0017767135	0.21221237	0.3773423	0.0016530077	0.0002191279	0.24990161	0.00048185157	0.011708933
a31	0.039978236	0.0036260602	0.0028017003	0.0019903232	0.00087902596	0.0009854891	0.04935775	0.046371695	0.00102172	0.000112037116	0.83400863	0.0015395964	0.017327692
a35	0.056384813	0.0080226725	0.0015350957	0.0038700032	0.00051032304	0.0008614326	0.051284984	0.057360504	0.0019668618	0.00015081394	0.7829111	0.002971261	0.032170083
a8	0.006227041	0.0057268566	0.0014373555	0.018980993	0.002228143	0.0020501495	0.06807848	0.008370236	0.0005979393	0.0001164842	0.8483828	0.003234366	0.034569066
a31	0.011877233	0.0194089	0.0038098355	0.055285297	0.0048200255	0.0043959618	0.07119024	0.027154371	0.003207515	0.0011427349	0.7432646	0.002092095	0.05235106
a29	0.06835279	0.009986634	0.004346525	0.038801868	0.017809367	0.020091783	0.08288842	0.06666524	0.03579419	0.0020852766	0.62834305	0.010099065	0.014735787
a41	0.8021061	0.012423432	0.0019448219	0.016476497	0.008881189	0.0145072155	0.013298801	0.04429084	0.008796562	0.0018172254	0.052053757	0.008201132	0.015202423
a37	0.7085784	0.037852976	0.008126048	0.084943004	0.012273326	0.010469053	0.013527286	0.023689806	0.019137967	0.0027846957	0.053236995	0.010695393	0.0146849975
a24	0.8463146	0.04179338	0.007955646	0.03467411	0.0066851317	0.0042654513	0.009789317	0.011862313	0.007510685	0.00090316084	0.01949634	0.0037173177	0.005032438
a28	0.8223748	0.065131426	0.007832314	0.042342875	0.00703572	0.005203468	0.013486346	0.008271207	0.004427127	0.00082208496	0.0148274	0.002080253	0.00616495
a31	0.7826145	0.09126244	0.007925287	0.031423043	0.010263431	0.0047050198	0.030397467	0.018781243	0.003988487	0.0006103532	0.013209794	0.0016873829	0.00313143
a20	0.38988522	0.060845234	0.052070048	0.24074833	0.020266864	0.0105529865	0.05485087	0.05872443	0.03344049	0.005826489	0.0526765	0.003760239	0.01635237
a24	0.8667962	0.021736555	0.003804289	0.018072445	0.008506625	0.013263858	0.014299015	0.017686885	0.0039906534	0.002089674	0.011578855	0.0034426327	0.014732245
a31	0.6445854	0.039147884	0.030206481	0.13958429	0.015686408	0.012020168	0.018813243	0.017931532	0.016156357	0.013096825	0.022400292	0.013201874	0.017169347
a13	0.45240518	0.029574336	0.011744998	0.1335051	0.0076962947	0.006018057	0.07060082	0.05949247	0.020171477	0.0054858145	0.19320825	0.004532118	0.0055649863
a18	0.7436969	0.023018075	0.010299554	0.017558437	0.018490024	0.034567047	0.035244215	0.050662547	0.009925902	0.00855827	0.021112505	0.009112308	0.017754266
a31	0.5085806	0.035671405	0.043496784	0.1877629	0.019659948	0.013452334	0.041471925	0.03627658	0.027675623	0.020907199	0.03546568	0.017495276	0.012083783
a11	0.3584065	0.048931703	0.018394804	0.06269296	0.017768258	0.016658464	0.0604653	0.0964124	0.038947072	0.017144501	0.23116466	0.015789978	0.01722336
a31	0.46447608	0.045563065	0.028398363	0.037654456	0.034678753	0.06269542	0.08396338	0.09829156	0.027309708	0.025446055	0.03439097	0.026554026	0.03057819
a46	0.20026195	0.06779877	0.061656177	0.06441706	0.06197877	0.061987575	0.06650911	0.06845667	0.06770237	0.061810836	0.09265279	0.062766075	0.06200182
a31	0.20001957	0.06726744	0.063186854	0.065040596	0.06646264	0.071587116	0.0785634	0.06763952	0.063541085	0.062810995	0.06392229	0.063786976	0.06617153
a8	0.10163292	0.07380166	0.073171966	0.07378153	0.07330223	0.0735699	0.075752385	0.07473159	0.07607222	0.07328965	0.08281071	0.074741215	0.073342085
</S>	0.18548684	0.06870786	0.06509511	0.06676972	0.067681044	0.071592	0.07660255	0.06827767	0.06543139	0.064822845	0.065828905	0.06562825	0.06807579
