 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a31	0.053566583	0.2829419	0.24355112	0.009983604	0.04128215	0.11372672	0.051308386	0.19669124	0.0069482992
a29	0.0014952869	0.051502064	0.071079865	0.00022642556	0.0013616892	0.016521338	0.060236625	0.79439133	0.0031853702
a31	0.00069751363	0.00410474	0.016668417	0.0046564257	0.10436188	0.005644327	0.05371008	0.7920047	0.01815196
a20	0.03171112	0.028688239	0.12670249	0.030465255	0.18244122	0.012221989	0.012429384	0.55766785	0.017672332
a31	0.009126004	0.0061919466	0.021943083	0.016053306	0.15957338	0.004645366	0.030159703	0.7437401	0.008567105
a28	0.26666778	0.10385812	0.035918366	0.02958562	0.36414388	0.026963769	0.014610483	0.14739013	0.010861856
a3	0.083174236	0.070089914	0.059115306	0.019708654	0.16380394	0.02260383	0.05961951	0.5071531	0.014731532
a35	0.10740819	0.14735368	0.022623014	0.0069096778	0.016754536	0.023578184	0.13062242	0.53002244	0.014727817
a31	0.13124919	0.10352524	0.011673427	0.006436972	0.011910513	0.03388391	0.12854457	0.54999125	0.02278498
a20	0.03491267	0.13138473	0.06898773	0.06730087	0.28127685	0.040648766	0.09171206	0.27060762	0.013168674
a31	0.08492555	0.19500919	0.018945856	0.004822081	0.0075268964	0.05490736	0.108057305	0.48332417	0.042481672
a28	0.056928076	0.1579441	0.11970917	0.10726119	0.16185008	0.09462806	0.10203999	0.17075484	0.028884487
a13	0.12166643	0.25361744	0.039072946	0.020476578	0.02324393	0.1718445	0.07277683	0.20681025	0.09049107
a41	0.11950311	0.12196543	0.038629808	0.032542903	0.037536822	0.2554625	0.08030867	0.19199169	0.12205911
a28	0.17233407	0.072450146	0.029555345	0.01938947	0.02335816	0.17768495	0.082910016	0.3146692	0.10764868
a31	0.14085187	0.04695671	0.02161983	0.011411151	0.011791268	0.051239647	0.13590562	0.51297903	0.06724484
a20	0.11956271	0.07587915	0.022040224	0.018722303	0.27462208	0.121653676	0.11749995	0.18641035	0.063609615
a31	0.15657958	0.07640918	0.03688288	0.013645195	0.013963069	0.24351224	0.054643698	0.22284086	0.18152331
a24	0.17846288	0.108594336	0.08198882	0.08297181	0.1072603	0.094262235	0.14174046	0.12343444	0.081284784
a46	0.17008266	0.16745695	0.05969034	0.03679962	0.037444282	0.2794261	0.048174508	0.08792415	0.11300133
</S>	0.089283526	0.08611546	0.08031016	0.08269694	0.1010523	0.1252492	0.17688796	0.16401312	0.09439135
