 	si	è	rotta	la	coppa	</S>
a31	0.02326962	0.00027856836	0.974076	0.0021663737	9.088408e-06	0.00020029634
a20	0.004380039	1.8072158e-05	0.98703915	0.008304461	1.350765e-06	0.00025701948
a19	0.00096429023	0.0006367682	0.9970682	0.0013043779	1.4407948e-05	1.2054305e-05
a18	0.14481366	0.04295149	0.72677326	0.028264461	0.01507113	0.042125996
a27	0.27204922	0.018317802	0.52572554	0.026644178	0.007862484	0.14940079
a31	0.16574664	0.021088807	0.5642124	0.045633215	0.013177337	0.19014168
a39	0.28048125	0.034404777	0.13867137	0.046471506	0.026682293	0.47328886
a31	0.26483232	0.038357418	0.1772219	0.045466278	0.04742145	0.4267007
a46	0.1701688	0.14023812	0.14255284	0.13915183	0.14115214	0.26673627
a31	0.12507866	0.11720976	0.11867862	0.119345315	0.12538978	0.39429787
a20	0.1785798	0.163155	0.16348411	0.16253288	0.1642967	0.16795151
</S>	0.2108154	0.144022	0.1455701	0.13959904	0.14013177	0.21986173
