 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
a20	0.0014253265	0.056212805	0.28114417	0.0064736214	0.0025032058	9.648832e-05	0.000121257	0.00013252665	9.89365e-05	0.0007896716	0.00020890677	0.0047866874	0.002935465	0.0034089016	0.006686665	0.07908851	0.14559025	0.22462253	0.028033162	0.05654314	0.09615982	0.002937875
a31	0.005557429	0.067629136	0.018645482	0.004404507	0.0070145037	0.00022694416	5.0483835e-05	2.912508e-05	1.366752e-05	0.000157076	4.546972e-05	0.0003958286	0.00023826872	0.00054392865	0.0011396207	0.120905325	0.29049936	0.054808706	0.10660449	0.06504482	0.1106418	0.14540401
a11	0.00023530965	0.020726327	0.0025819936	0.0007057078	0.01559999	0.00030536437	0.0002266078	0.00018960188	0.00011824182	0.0015798658	0.0001495324	0.010523323	0.003507903	0.006586869	0.041488882	0.23305191	0.52494526	0.013240152	0.026659984	0.016774792	0.07071199	0.010090465
a5	5.541352e-05	0.0066546407	0.015627114	0.00039724412	0.001496125	0.00015113967	8.1499216e-05	7.1239134e-05	0.00013571976	0.006397038	0.0016648925	0.009588734	0.0018134977	0.003948693	0.08619974	0.22268073	0.282082	0.06917372	0.07132051	0.09927458	0.11854228	0.002643452
a37	2.4212632e-05	0.0025911564	0.019582836	0.00024059726	0.002684324	0.0002719444	0.00022268092	0.0001947033	0.0002542315	0.005481831	0.0019684695	0.03947178	0.008093659	0.014888078	0.16873734	0.08410377	0.22797363	0.08656461	0.017665435	0.07470933	0.24283373	0.0014416354
a31	4.690696e-06	0.000580608	0.0020657557	0.00019186469	0.0029715095	0.00016802749	0.0003673929	0.0003507858	0.00036729744	0.006119926	0.0021992938	0.064774565	0.013709251	0.030317247	0.08192986	0.08827649	0.30758134	0.011443508	0.007455567	0.02242715	0.3546809	0.0020169944
a37	0.00047864657	0.004886239	0.08370125	0.00032799065	0.00011598259	2.6255659e-05	5.7181936e-05	7.1739145e-05	8.10802e-05	0.005258732	0.0013491805	0.020474697	0.005501485	0.021602685	0.0424914	0.16494274	0.11943312	0.1402481	0.042716704	0.12516126	0.2121266	0.008946965
a18	2.2526867e-05	0.00044600328	0.0042321873	0.00031373234	0.0012977852	0.00017906814	0.00056066166	0.0007457018	0.0004626297	0.012009896	0.0018258418	0.051673137	0.013948122	0.21877384	0.13491389	0.13508661	0.3309168	0.003075149	0.0056114253	0.010519518	0.06847717	0.0049083764
a24	1.0437441e-05	0.0004435477	0.00349993	0.00070453004	0.0007203837	9.231725e-05	0.00022208878	0.00029483496	0.00022846516	0.002918663	0.0015722387	0.016144123	0.0068313535	0.12022121	0.031353932	0.05434569	0.3654254	0.0058413665	0.0032992032	0.024448613	0.35504347	0.006338092
a34	2.4185008e-06	9.1947695e-05	0.0006555679	0.0006769661	8.815865e-05	6.922876e-06	1.3165769e-05	2.1900165e-05	1.4691875e-05	0.00013545502	7.1451424e-05	0.0005855623	0.0003753368	0.0015059618	0.0003254787	0.010091616	0.030748922	0.009379676	0.0019827536	0.010593016	0.9301053	0.0025277035
a46	7.847518e-06	0.00033381206	0.000979226	0.0011454914	0.00035992067	2.0692594e-05	3.2829972e-05	5.050184e-05	4.9897768e-05	0.0001169652	7.5701624e-05	0.0004167791	0.00016261559	0.00041489815	0.00030318968	0.005675958	0.008140264	0.011399504	0.008754894	0.016745452	0.9403565	0.004457023
a38	1.8418106e-05	0.0006031735	0.0016054641	0.0022661812	0.00082778244	4.822096e-05	9.718687e-05	0.00014279892	9.99905e-05	0.00024274035	0.00017163937	0.00072687987	0.0002179892	0.00041887927	0.0005378065	0.012715629	0.012543491	0.018500866	0.013861491	0.012727658	0.9209476	0.000678052
a8	3.2973745e-05	0.0004984657	0.0031335857	0.0035489437	0.00046164816	3.4972527e-05	6.7742694e-05	8.702076e-05	5.1720315e-05	0.0003759053	0.00020046782	0.0012694605	0.00040952844	0.0008636971	0.0007220659	0.02592812	0.03376004	0.02985313	0.01969311	0.027034806	0.8482783	0.0036942898
a31	8.002032e-05	0.00048267082	0.0028210746	0.0022250107	0.00037260333	2.9725015e-05	5.2290867e-05	7.0684524e-05	3.4061704e-05	0.0005148358	0.00014526336	0.0030595094	0.0007510829	0.0017447735	0.00061927864	0.08058243	0.078365244	0.09426604	0.043649904	0.03993958	0.64913404	0.0010598085
a15	5.094274e-05	0.00014887715	0.0004338005	0.0017297514	0.004788429	0.0012585198	0.0034531378	0.0037044657	0.0018860209	0.0029660452	0.0025954116	0.003915837	0.0014135757	0.0035954497	0.008010293	0.060138766	0.11567191	0.02850282	0.0075562447	0.004112797	0.7435391	0.00052784075
