 	lo	sentii	che	arrivò	</S>
a11	0.9845956	0.014619697	0.00051837874	7.820763e-06	0.0002583583
a31	0.5079935	0.09878748	0.040295217	2.9032011e-05	0.35289475
a28	0.042679325	0.92339826	0.033604417	3.0145648e-06	0.00031501031
a37	0.061070148	0.8887395	0.048168268	0.00013172477	0.0018904082
a20	0.05051503	0.8601208	0.08387486	0.00035887578	0.005130503
a31	0.06183126	0.87445587	0.05544129	0.0010362057	0.0072354306
a1	0.031099243	0.9153716	0.05170094	0.001011693	0.0008166697
a0	0.87986296	0.051722426	0.014525777	0.007847759	0.046041194
a17	0.69983214	0.16857669	0.02532316	0.00494297	0.10132509
a31	0.8028532	0.17944624	0.008526822	0.0011362939	0.0080374265
a0	0.9062459	0.08570254	0.004754966	0.0006920299	0.0026046021
a46	0.771675	0.026420921	0.006958579	0.013131573	0.18181387
a31	0.6173582	0.05671692	0.04562638	0.052341495	0.22795705
a18	0.4073232	0.14244004	0.17065392	0.15259477	0.12698804
a31	0.3028632	0.10295806	0.10184809	0.10813481	0.38419583
a39	0.20309481	0.1974221	0.198205	0.20210788	0.19917022
a31	0.2232517	0.18249914	0.18184678	0.18671194	0.22569038
a46	0.20002301	0.19759466	0.19978243	0.20419388	0.19840606
</S>	0.21116188	0.19032529	0.18991517	0.19542454	0.21317312
