 	sta	seduta	nel	giardino	</S>
a20	0.23480187	0.007858268	0.0027783285	0.72579926	0.028762221
a17	0.3567745	0.0002930229	0.00041199313	0.63338995	0.009130552
a20	0.1128467	0.011931814	0.029421723	0.76118076	0.08461901
a31	0.04964532	0.030012041	0.04319925	0.7145477	0.16259572
a17	0.040491186	0.012442735	0.013219896	0.91163754	0.022208625
a31	0.2881654	0.1165381	0.04863032	0.3842854	0.16238081
a46	0.68153137	0.097595625	0.050579295	0.107809715	0.0624839
a31	0.18316576	0.15520339	0.1330119	0.20607574	0.3225432
a20	0.20853268	0.19304042	0.18723953	0.19670238	0.21448496
a31	0.17806882	0.19749011	0.18500271	0.2107165	0.22872187
a20	0.19815251	0.19955547	0.19794664	0.2019719	0.20237352
a18	0.18539435	0.20154212	0.19246493	0.21173163	0.20886692
a46	0.16876274	0.18339685	0.17522159	0.22099489	0.25162393
a20	0.08956401	0.111814275	0.098395534	0.305519	0.39470717
a31	0.04458685	0.075931706	0.051243983	0.452326	0.37591144
a18	0.1565118	0.09486432	0.08291402	0.42255852	0.24315138
a31	0.1898677	0.16646108	0.16537467	0.16771801	0.31057855
a0	0.19737853	0.19843489	0.19739923	0.20918564	0.1976017
a31	0.19838181	0.19923805	0.19841416	0.20088975	0.20307623
a8	0.19770916	0.19884636	0.19807982	0.2071911	0.19817354
a31	0.1982692	0.19905166	0.19845006	0.20301981	0.2012093
a18	0.19737385	0.19853185	0.19776332	0.20845841	0.19787255
a31	0.19928159	0.199639	0.19935971	0.20127313	0.20044656
a17	0.1990103	0.19961666	0.19923002	0.20285146	0.19929159
</S>	0.19933887	0.19963375	0.19938868	0.20152076	0.2001179
