 	mi	si	gonfiò	il	dito	</S>
a31	0.89919496	0.0067370096	0.0033032876	0.087007046	0.0027028548	0.0010548626
a11	0.82329047	0.0019886687	0.0007801405	0.1704244	0.002074259	0.0014420102
a31	0.17898427	0.014189711	0.007709594	0.14602771	0.62879544	0.024293197
a15	0.5781739	0.06476491	0.22447233	0.10182058	0.027056899	0.0037114026
a31	0.0881572	0.16706714	0.12487299	0.5042061	0.089873485	0.025823059
a0	0.626681	0.12512892	0.16021168	0.026862526	0.044576414	0.016539361
a46	0.48496407	0.0760807	0.0678645	0.06771839	0.13052121	0.17285109
a31	0.16398473	0.106484674	0.11934958	0.10253675	0.1600854	0.34755886
a18	0.030303817	0.21220489	0.18224494	0.17503674	0.1912537	0.20895602
a31	0.23734221	0.13774277	0.12809955	0.12790424	0.13812399	0.23078729
a24	0.08971797	0.18274386	0.18118206	0.17982593	0.18290758	0.18362258
a28	0.21664286	0.15430953	0.14734797	0.14830394	0.14985618	0.18353952
a13	0.16813168	0.1596028	0.15956736	0.15823999	0.1635779	0.19088024
a20	0.21348982	0.13303654	0.13497187	0.12977171	0.15010202	0.23862799
a17	0.5035534	0.102306984	0.102656774	0.062089734	0.07924346	0.15014964
a39	0.52280986	0.13094032	0.11135829	0.10152757	0.044907276	0.088456735
a20	0.2863867	0.0701429	0.045540243	0.5164475	0.05477247	0.026710255
a31	0.421062	0.06301283	0.016282054	0.42290193	0.040687885	0.03605323
a41	0.55795133	0.22332583	0.11230396	0.04554685	0.030142203	0.030729787
a8	0.46116084	0.11665556	0.16429952	0.09413007	0.07491346	0.08884052
a37	0.14032176	0.061133258	0.08519139	0.5865396	0.06502316	0.06179079
a8	0.049530875	0.04125436	0.043304514	0.7647657	0.05358845	0.04755608
</S>	0.09920844	0.098140284	0.10095899	0.4871475	0.11022734	0.10431747
