 	non	aveva	cosa	a	fare	</S>
a31	0.64687264	0.031966135	0.25914848	0.054382674	0.0066494183	0.000980656
a18	0.8356021	0.08074051	0.07355282	0.00670851	0.0031723983	0.00022348268
a24	0.73805445	0.0068716137	0.13691674	0.059499126	0.057730492	0.0009274184
a20	0.26936412	0.051978953	0.32151088	0.16749354	0.18056107	0.009091479
a31	0.76183075	0.103756435	0.050775107	0.059368476	0.009492291	0.014777018
a18	0.9773451	0.009342966	0.006737622	0.0017624645	0.0009969613	0.0038149264
a31	0.922716	0.011095377	0.0049198987	0.018153377	0.006913955	0.036201492
a17	0.045157675	0.0897013	0.1423303	0.18770802	0.20444456	0.33065814
a20	0.37291402	0.11303781	0.08757823	0.1017562	0.08834622	0.23636745
a31	0.20304902	0.13197438	0.12758015	0.17109501	0.13605209	0.23024932
</S>	0.15642436	0.15785807	0.1629941	0.19295043	0.16373585	0.16603714
