 	ora	io	sto	studiando	di	di	imparare	di	diventare	maestra	</S>
a33	0.09293437	0.02049041	0.0027711613	0.3627737	0.0057008797	0.0035795718	0.22657543	0.007517619	8.186964e-05	0.2758892	0.001685831
a31	0.38709462	0.039273098	5.5960713e-06	0.016835578	0.0018623754	0.008373827	0.09597318	0.113016926	6.613114e-05	0.32108903	0.016409643
a7	0.013057378	0.0043657348	1.7361552e-05	0.06342813	0.12902553	0.14023928	0.028496608	0.034789253	0.00013170434	0.4750214	0.11142763
a0	0.026097462	0.000673821	1.3126166e-06	0.016668942	0.009658718	0.007580317	0.2575438	0.03185128	0.00025980046	0.64729804	0.0023664457
a31	0.004397014	7.459549e-05	4.27339e-06	0.025866581	0.0036491395	0.008201459	0.05604584	0.0015725701	6.2063686e-05	0.8992324	0.0008941352
a37	0.0045362148	3.8903727e-05	4.794465e-06	0.03070076	0.0008701362	0.00056459993	0.13661604	0.0014762663	0.00030829993	0.8241499	0.00073407666
a8	0.0017370867	0.00024099713	3.8817812e-05	0.011393522	0.004862631	0.0075718137	0.01964329	0.00213396	0.00012707288	0.947342	0.004908819
a37	0.0076025547	0.005461442	0.0013214479	0.21786427	0.10714917	0.062878355	0.044173352	0.0048906957	0.0008341487	0.5415413	0.0062833126
a31	0.006755379	0.0054334053	5.9976348e-05	0.010236515	0.0057425285	0.011517519	0.028459657	0.009494729	0.00013416466	0.92151845	0.0006477282
a17	0.0055122953	0.0007034248	0.0003398152	0.05541945	0.10383658	0.041447166	0.04524753	0.0064630923	0.00033664494	0.7404427	0.00025133402
a37	0.18441258	0.14986914	0.0015912406	0.06029304	0.013486697	0.029343044	0.13751927	0.04695472	0.0024625142	0.36896825	0.005099517
a31	0.10236453	0.048824143	0.0007120425	0.025582837	0.016122358	0.012770527	0.35692626	0.10879691	0.0038385834	0.32244426	0.0016175386
a14	0.028803682	0.004575719	0.0017437874	0.14887764	0.10825213	0.079272814	0.15128185	0.075951196	0.0028130892	0.3936775	0.004750573
a3	0.4398985	0.09158486	0.0028277303	0.016489167	0.041556872	0.12436003	0.06295676	0.044060875	0.028988611	0.12178095	0.025495663
a11	0.43634933	0.06399991	0.00349644	0.012425013	0.020394303	0.030824814	0.12242966	0.111614585	0.018921524	0.166984	0.012560509
a35	0.2758712	0.03557548	0.0026077677	0.026914043	0.016355835	0.021572793	0.29313016	0.12046799	0.009885947	0.19380468	0.0038141317
a8	0.13457559	0.019556457	0.0026370648	0.043501686	0.021435644	0.017053898	0.5921554	0.053208243	0.007239825	0.10665418	0.0019819932
a23	0.051039692	0.0055342675	0.0014422194	0.08660634	0.060445037	0.025412744	0.6026617	0.0844268	0.0129266195	0.0665546	0.0029500069
a31	0.092267506	0.007985237	0.00035399603	0.021393081	0.059000507	0.08393708	0.5901499	0.08434463	0.005027732	0.054327525	0.0012127862
a11	0.06266252	0.007750433	0.0008585761	0.20786528	0.081649385	0.05383335	0.51764995	0.03280918	0.0022510523	0.031541042	0.0011292391
a10	0.17714915	0.022893865	0.004271881	0.103040375	0.038183272	0.043340657	0.4423698	0.060509935	0.01158561	0.09270693	0.0039484263
a31	0.15028451	0.01834604	0.006517843	0.12501514	0.031517677	0.021950655	0.5335304	0.04402896	0.006417222	0.058482345	0.003909194
a10	0.15239751	0.053310383	0.010419302	0.17420997	0.032457776	0.041447196	0.31227532	0.07259241	0.03316272	0.08461738	0.03311001
a35	0.2434629	0.03243062	0.010941561	0.043471027	0.025691213	0.0390526	0.36634198	0.097541355	0.03700784	0.091933034	0.012125882
a20	0.25069043	0.033589814	0.018959539	0.11327496	0.044127848	0.055131253	0.31636292	0.04830742	0.021334723	0.08081164	0.017409423
a31	0.17054108	0.023075031	0.0061222743	0.10950254	0.025744021	0.030394768	0.50219166	0.056693405	0.007801728	0.063241325	0.0046921633
a20	0.127366	0.06778093	0.013949034	0.12274856	0.039727166	0.049228646	0.3123774	0.08333532	0.0521241	0.08160555	0.049757328
a31	0.15804532	0.04465443	0.019004267	0.03609201	0.038665023	0.05978233	0.29215017	0.15709592	0.0593502	0.11548655	0.01967374
a35	0.08819967	0.06957248	0.034076814	0.10013508	0.053968053	0.06046043	0.12851714	0.12285174	0.09069826	0.15720426	0.094316125
a14	0.13544992	0.052624796	0.025640624	0.04093181	0.04358748	0.06278477	0.26538476	0.16174832	0.06550423	0.12099224	0.025351087
a37	0.22699212	0.06265711	0.030943774	0.07318306	0.039372858	0.060560472	0.20959151	0.07771937	0.037586577	0.14590657	0.035486482
a19	0.22508648	0.032126132	0.011749238	0.06598719	0.03446716	0.056434974	0.40471333	0.06653151	0.019713085	0.07277503	0.010415812
a28	0.19797577	0.030087506	0.008731498	0.08593358	0.024371952	0.031516675	0.41759402	0.071517006	0.010576938	0.11699758	0.004697541
a21	0.041878566	0.01180369	0.0010948966	0.06859303	0.01792468	0.016670747	0.80398965	0.019915855	0.0024100281	0.013969413	0.0017493678
a11	0.03770186	0.008261494	0.0008111421	0.027221685	0.014988124	0.010323182	0.85176814	0.030264076	0.0038205157	0.013506967	0.0013327604
a37	0.054790355	0.011703207	0.00078724505	0.036551323	0.023242777	0.026187193	0.78535885	0.03249871	0.0038832778	0.022817524	0.0021794199
a29	0.06300495	0.012800341	0.0006802143	0.042829134	0.030779257	0.043413647	0.7137725	0.051457	0.0038722805	0.03507875	0.002312046
a18	0.06862694	0.014068696	0.0007362717	0.050169513	0.036159124	0.051883776	0.65806437	0.06727574	0.0040628244	0.046366114	0.0025865503
a31	0.07984691	0.016813556	0.0007463931	0.0551162	0.04058779	0.06819739	0.60347015	0.07490947	0.003421634	0.054286085	0.002604404
a20	0.06956815	0.014122162	0.0017832983	0.1731287	0.024870867	0.022162681	0.6376455	0.025722513	0.006848153	0.01819686	0.005951106
a31	0.111562416	0.02778378	0.016076613	0.18226191	0.04532989	0.04067478	0.4177457	0.057239216	0.022940502	0.06370806	0.014677006
a39	0.079477444	0.058526646	0.027022047	0.11404646	0.053889412	0.061650433	0.1897014	0.11488001	0.09054882	0.11927053	0.09098674
a31	0.14670296	0.07016198	0.03949579	0.08074293	0.052965943	0.08356826	0.24703509	0.11562296	0.059388895	0.06848513	0.035830077
</S>	0.06600709	0.05532705	0.042511076	0.088560395	0.053501047	0.058063485	0.12306303	0.15123923	0.08975758	0.18086454	0.09110551
