 	forse	stanno	ancora	svegli	</S>
a31	0.043804254	0.64991194	0.12395249	0.17842445	0.0039067725
a10	0.14463304	0.68159413	0.05526914	0.11780816	0.0006954703
a20	0.0021062545	0.04336296	0.011866742	0.94175214	0.0009119351
a31	0.0019839546	0.011944427	0.018393291	0.9401415	0.0275368
a18	0.054360114	0.8530723	0.028060138	0.06425787	0.00024951936
a31	0.051645864	0.10177115	0.06831898	0.51520324	0.26306075
a35	0.053726923	0.8411778	0.0088052	0.050390303	0.045899797
a31	0.028477818	0.08787585	0.07886356	0.25492454	0.5498583
a10	0.004742159	0.062124863	0.07775679	0.41867334	0.43670282
a20	0.009433418	0.04754283	0.13971043	0.3977062	0.4056071
a29	0.0017613615	0.033859383	0.051113226	0.60785437	0.30541164
a20	0.011513443	0.02917743	0.14356121	0.63358796	0.18215992
a31	0.033093728	0.048487388	0.17268912	0.5374833	0.20824653
a28	0.030947465	0.048873417	0.21874927	0.43477562	0.26665422
a8	0.090175055	0.39118144	0.20688081	0.18112929	0.13063347
a21	0.1414831	0.2670485	0.23097461	0.23582192	0.124671824
</S>	0.1935036	0.20995525	0.18648535	0.21727167	0.19278413
