 	l	ho	sentito	quando	veniva	</S>
a31	0.89678496	0.10094153	0.0001005047	0.0006126028	0.0013333306	0.00022717052
a46	0.93186563	0.06414056	1.4335229e-05	0.0006768568	0.002952405	0.00035025468
a41	0.049338907	0.9495606	5.452316e-05	6.911026e-05	0.00095894345	1.7893719e-05
a31	0.4279368	0.5667907	0.0012155267	0.00050412485	0.001994602	0.0015583028
a24	0.25735673	0.692586	0.02993006	0.0042139916	0.012113637	0.003799639
a31	0.82547045	0.08208909	0.01786956	0.00831736	0.028864346	0.03738918
a15	0.5981701	0.18584841	0.0577997	0.04563837	0.057667006	0.05487636
a46	0.78276044	0.057456516	0.023625193	0.021151407	0.03510974	0.0798967
a31	0.44650766	0.12261759	0.085169785	0.08157708	0.098968044	0.16515979
a0	0.22717653	0.17078659	0.149679	0.14730139	0.15104325	0.15401322
a41	0.36103308	0.13526377	0.11447655	0.11306617	0.12089635	0.15526417
</S>	0.23374581	0.16134915	0.14524837	0.14412272	0.14897174	0.16656221
