 	è	pericoloso	di	nuotare	nella	notte	</S>
a31	0.0016891126	0.3695078	0.48799223	0.00036153325	0.088090725	0.050967153	0.0013913818
a20	1.9579604e-05	0.09119149	0.46737888	0.00023035896	0.07950113	0.36075878	0.00091974053
a31	4.121719e-06	0.0007775542	0.0019950473	4.089708e-07	0.04777639	0.94935894	8.7506676e-05
a37	0.0017864759	0.01548966	0.027562631	2.0239455e-05	0.25765005	0.69313306	0.004357936
a31	0.004539267	0.12150388	0.053494733	0.00046539132	0.12192478	0.696435	0.0016370219
a30	0.007911015	0.34667122	0.11276663	0.001255645	0.11043229	0.41474736	0.0062158965
a13	0.010800905	0.25930154	0.10813969	0.017396558	0.14809628	0.43358156	0.022683527
a20	0.019558037	0.15207714	0.06770131	0.026593374	0.18965007	0.4901158	0.05430421
a41	0.026142348	0.32091716	0.08991504	0.032186855	0.15123229	0.307217	0.07238932
a33	0.034657735	0.180606	0.04061382	0.029959092	0.16528054	0.3887341	0.16014865
a31	0.01924102	0.027341684	0.026827684	0.02743467	0.23846602	0.5179397	0.14274925
a41	0.015666667	0.023553245	0.044560093	0.027959634	0.35192347	0.41025147	0.12608545
a0	0.11431828	0.24374948	0.063949145	0.030570075	0.0648881	0.15070987	0.3318151
a31	0.08725393	0.28340945	0.048266865	0.038113657	0.11149161	0.22177026	0.20969431
a24	0.05595319	0.06565296	0.06786225	0.054410934	0.2937668	0.36402163	0.09833229
a31	0.10759663	0.22748812	0.09191088	0.07294794	0.09947	0.12937047	0.27121598
a20	0.0910943	0.09298092	0.095699996	0.09172089	0.25102672	0.27149242	0.1059847
</S>	0.13841382	0.17818627	0.1248826	0.113192216	0.12141876	0.13090393	0.19300239
