 	non	ti	dimentichiamo	mai	</S>
a8	0.0022340775	0.9412081	0.055068955	0.0012128133	0.00027609954
a31	0.00015793322	0.7965199	0.19876607	0.0023034695	0.0022527494
a20	0.0006713995	0.23085971	0.6690733	0.09762478	0.0017708626
a31	6.6573266e-05	0.23172538	0.73332566	0.032771308	0.0021111541
a13	0.0409283	0.87111676	0.06718927	0.01955196	0.0012136656
a31	0.0011051157	0.13440835	0.81982505	0.039318457	0.0053430046
a13	0.0625354	0.86619514	0.060326394	0.010502649	0.00044035332
a1	0.017534781	0.48459405	0.34422788	0.09777374	0.055869516
a31	0.0071486165	0.7902112	0.110734835	0.053278487	0.038626835
a41	0.00084957405	0.89667	0.09028825	0.009402426	0.0027897444
a15	0.01886976	0.9494458	0.026836619	0.0018477091	0.0030001693
a13	0.13874307	0.80051875	0.029950516	0.01393194	0.016855797
a31	0.06585815	0.65220034	0.21856083	0.05520723	0.0081734685
a11	0.21917008	0.6410115	0.07071089	0.037501696	0.031605896
a31	0.16748868	0.72894764	0.025080593	0.01573679	0.06274629
a46	0.087632455	0.5197469	0.20199502	0.09134982	0.099275865
a31	0.14976878	0.39201325	0.1499826	0.123124786	0.18511057
a46	0.18974696	0.2237376	0.20174971	0.19157907	0.19318663
a31	0.1776227	0.28190282	0.18209314	0.1633445	0.19503686
</S>	0.19718678	0.20274134	0.2018587	0.20053782	0.19767538
