 	che	sapeva	che	non	può	fare	il	bagno	</S>
a31	0.24403587	0.11717912	0.30443105	0.038978074	0.12650089	0.11304666	0.047325727	7.117032e-05	0.008431394
a20	0.6567819	0.007334552	0.024439218	0.002819702	0.22192407	0.012566722	0.06591336	0.00017621777	0.008044213
a28	0.04951629	0.043482117	0.11013928	0.006944381	0.004071382	0.027477238	0.7543862	0.002455374	0.0015276852
a31	0.061302006	0.19406523	0.13995293	0.0063630515	0.012873793	0.053431984	0.5039705	0.0017374343	0.026303025
a39	0.19330734	0.18338975	0.30457762	0.0150171835	0.00758279	0.10731694	0.17175338	0.012022802	0.005032303
a24	0.6241913	0.11612852	0.04815262	0.021935323	0.1103891	0.022532614	0.012789338	0.0071671316	0.03671402
a31	0.2973961	0.061146848	0.050988276	0.037228316	0.22494648	0.10445984	0.05414568	0.04910226	0.120586164
a17	0.33955595	0.095460005	0.04887794	0.035011467	0.03824284	0.042790465	0.049895857	0.2257885	0.12437704
a31	0.32051945	0.14929283	0.059684414	0.04197201	0.056206126	0.039665002	0.041669857	0.080050655	0.21093959
a39	0.12942663	0.10938895	0.10584499	0.105071485	0.10440595	0.10570498	0.10589618	0.124497935	0.10976285
a41	0.2256135	0.1578859	0.08330252	0.0792404	0.08149304	0.07843906	0.078867815	0.0852353	0.12992246
a31	0.24083078	0.16992655	0.08561933	0.07728035	0.077715434	0.07706486	0.07657298	0.09429962	0.10069007
a33	0.13636996	0.1138587	0.10396665	0.10350859	0.10370779	0.104393974	0.104805656	0.12375557	0.105633095
a31	0.22417541	0.16257846	0.08403211	0.08063098	0.08231583	0.080116205	0.08014983	0.0836638	0.122337386
</S>	0.1332335	0.11598279	0.10554796	0.10523066	0.105414875	0.10585895	0.10590883	0.1169287	0.10589369
