 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
a31	1.2367008e-05	0.012156706	2.3944342e-05	0.0006813625	0.01897454	0.006272847	5.53586e-06	5.5612567e-05	0.0917387	2.2034972e-05	0.05892834	0.25829837	0.000398508	0.012216933	0.007013601	0.16287892	0.030193457	0.20976469	0.03298726	0.014705737	0.08113206	0.0015384409
a11	1.9126076e-06	0.0012612826	6.10581e-08	1.2152909e-05	0.0012698881	0.00023692369	7.794457e-08	8.050002e-07	0.0129201785	1.7785882e-07	0.054213323	0.43106484	9.129842e-06	0.00043940314	0.0028424866	0.13839711	0.020347822	0.14260767	0.07259846	0.016880509	0.101852305	0.0030434404
a23	5.5387195e-06	0.0017270988	5.255023e-08	9.77148e-07	0.0015925393	9.082668e-05	1.5978643e-06	1.5226062e-06	0.02482828	3.2190273e-05	0.0048995893	0.13856484	0.0001177121	0.00045237975	0.0001740648	0.015914697	0.0014286767	0.053168442	0.017377745	0.0032973234	0.73603654	0.00028737378
a46	5.487876e-06	0.0002863188	1.3359864e-06	8.180655e-06	0.0007439506	3.222855e-05	1.8894438e-05	5.485383e-05	0.042507965	0.00023733742	0.025484417	0.13049626	0.0030545157	0.008063875	0.0061922884	0.02682499	0.009582324	0.041624513	0.032735173	0.008120513	0.6617298	0.0021947173
a8	3.1676464e-06	5.679765e-05	3.2643607e-06	1.8747873e-05	0.00026052634	1.938987e-05	4.0162204e-06	1.720536e-05	0.0017832982	1.2835002e-05	0.027138798	0.040081624	0.0010876493	0.0018419751	0.019931663	0.043364577	0.02921945	0.00884148	0.065593205	0.012629021	0.74654627	0.001545033
a31	1.6077016e-06	4.1332965e-05	6.823729e-06	4.9424474e-05	0.00020011836	4.7760605e-05	2.4771603e-06	8.4716e-06	0.00084200845	6.3068865e-06	0.0103338435	0.012361223	0.00029378696	0.006044256	0.034628306	0.10716142	0.09247923	0.011800691	0.18227789	0.036904972	0.49954647	0.0049615977
a20	2.837031e-05	0.0015948662	5.774457e-06	0.00014226964	0.019120507	0.00027061754	1.32241175e-05	2.5045212e-05	0.010376413	8.404827e-05	0.0051702773	0.044235535	0.00011078882	0.00036778479	0.0010813961	0.009434821	0.0019818658	0.013220563	0.016514944	0.0021160555	0.8723375	0.0017673023
a31	4.849885e-05	0.00021945588	9.825087e-05	0.00014583376	0.0039465064	0.0001254124	9.4640345e-05	5.1497234e-05	0.010731901	0.0002323564	0.02253346	0.08965311	0.00066266453	0.00085101894	0.005489875	0.0154215405	0.008137419	0.009807395	0.083530135	0.013618277	0.72710896	0.0074917856
a39	0.00082714524	0.0027034178	5.9887207e-06	3.0317466e-05	0.003073399	7.792829e-05	5.7878708e-05	4.1961375e-05	0.0044395095	0.0001327648	0.015316957	0.033923376	0.00029906436	0.00030050668	0.0007958364	0.001969207	0.0025882442	0.0070237513	0.013649284	0.0049527436	0.90514356	0.0026471296
a10	8.325912e-05	0.00046253676	0.00018052186	0.0003853003	0.0063269627	0.00036502222	0.00027803585	0.00017612276	0.044330742	0.0005808996	0.074257374	0.118949994	0.0009188471	0.00050646573	0.0039222375	0.017557722	0.004528594	0.0402767	0.035953417	0.014122422	0.62739736	0.0084395185
a31	0.00040806836	0.0006705609	0.00025685513	0.0014299168	0.015108787	0.0019795871	0.0012805077	0.00057012844	0.019226529	0.0010377875	0.07132947	0.098766215	0.00045326856	0.00070643116	0.005167841	0.030445935	0.0089456355	0.054679953	0.04363935	0.020926153	0.61586237	0.0071086623
