 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.78032446	0.06295401	0.06491699	0.08712947	0.00037464124	0.0027114786	9.966804e-05	0.001489347
a31	0.10475911	0.09816888	0.14780569	0.58276486	0.010327512	0.047999017	0.0009811067	0.0071937153
a14	0.026707878	0.0735854	0.054920543	0.6909192	0.008566188	0.12353961	5.775059e-05	0.021703327
a37	0.0029644866	0.0044953404	0.018336825	0.7662728	0.042126395	0.14968859	0.0002680091	0.015847595
a10	0.01718389	0.018112663	0.034839053	0.6672115	0.059783082	0.05530619	0.0031386837	0.144425
a31	0.0050258483	0.024032174	0.013341237	0.17055176	0.040944487	0.028445525	0.012958712	0.7047002
a28	0.03675988	0.16809496	0.053471588	0.09338052	0.12308386	0.18858294	0.17728344	0.1593429
a31	0.04354926	0.024230285	0.014386766	0.09088749	0.061293446	0.075542286	0.19625278	0.4938577
a42	0.62269545	0.05547161	0.039219517	0.07852724	0.039325356	0.04176517	0.052021675	0.07097397
a23	0.39976737	0.05452106	0.01382036	0.075746484	0.04164188	0.13187373	0.082441136	0.20018797
a8	0.31509677	0.09876729	0.08223538	0.099458806	0.08291056	0.11167544	0.08640867	0.123447105
</S>	0.43240505	0.094229974	0.055961933	0.08191263	0.05361413	0.0951038	0.060507894	0.12626451
