 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
a20	0.059252582	7.0846516e-05	0.39285156	0.0010727076	0.5079302	0.0097082425	0.027457217	0.0016566077
a0	0.0013031686	2.4987128e-06	0.042650517	0.0025907964	0.67167985	0.10471489	0.1309292	0.046129003
a28	0.0010518949	1.4280939e-05	0.14059615	0.005494133	0.08416716	0.25902832	0.5045719	0.005076147
a31	9.930172e-05	7.0560964e-06	0.019977352	0.00148771	0.051504213	0.06504422	0.8593996	0.002480612
a24	1.180846e-05	1.0468686e-06	0.0010680943	0.00027259387	0.00933712	0.07197749	0.91090083	0.0064310106
a46	2.4552742e-06	3.3747788e-06	0.00025075593	0.0012390085	0.001027466	0.07190431	0.91666883	0.008903718
a31	1.9209838e-06	1.8636909e-05	0.00065644947	0.0006828872	0.0018907035	0.0616694	0.92827463	0.0068054777
a24	0.0007628419	0.00020897739	0.10360727	0.0021534588	0.08633067	0.07489431	0.7113789	0.020663619
a31	0.00017979986	0.00058860594	0.07974279	0.0015891846	0.057058845	0.08357554	0.6927528	0.084512435
a20	0.001747337	0.000883638	0.117306	0.008031521	0.046901673	0.18860842	0.61075866	0.025762782
a29	0.006303025	0.0007428283	0.54649305	0.0009728889	0.26040342	0.024285233	0.09450184	0.06629769
a20	0.0073149437	0.00060957833	0.4742582	0.00084506156	0.4311991	0.019194482	0.054860827	0.011717887
a29	0.009243741	0.0005564687	0.66294605	0.0007896571	0.27834177	0.010022489	0.034401264	0.003698577
a13	0.012189389	0.00070106366	0.8225414	0.0015179513	0.13231754	0.008485383	0.021307787	0.0009394994
a17	0.018205881	0.0004562387	0.58334625	0.0034017703	0.20469259	0.036714412	0.15151618	0.0016666021
a31	0.027296446	0.00032361032	0.3170162	0.0031220498	0.15086228	0.04776465	0.44848707	0.0051276796
a44	0.003890577	0.0019835262	0.93545026	0.0032858222	0.023524554	0.018384425	0.012732548	0.00074821204
a8	0.1436719	0.003103603	0.61288816	0.0038928795	0.19373126	0.0094278995	0.026932664	0.0063515548
a6	0.118301824	0.003113552	0.6981116	0.0077128788	0.0957671	0.03462194	0.03607193	0.006299224
</S>	0.060480688	0.002068457	0.45889592	0.03636083	0.14571099	0.17944188	0.10171758	0.015323702
