 	ho	rotto	una	bottiglia	</S>
a31	0.07831107	6.669136e-05	0.032864306	0.8871299	0.0016279906
a21	0.024138434	1.9883379e-05	0.008060653	0.96691495	0.00086615724
a31	0.04902235	0.00021931274	0.018451516	0.92796737	0.004339439
a35	0.34169275	0.0020627715	0.08561668	0.5658817	0.004746069
a31	0.3590289	0.0012984001	0.21872705	0.41990948	0.0010362021
a24	0.74204105	0.0023165585	0.037678435	0.2128446	0.0051194676
a37	0.8813346	0.008951307	0.04846642	0.05517689	0.0060707983
a31	0.18738422	0.04452583	0.0511455	0.59795547	0.118989
a33	0.4601282	0.10188155	0.22423744	0.18284108	0.030911686
a31	0.06643047	0.07790106	0.07051479	0.57144636	0.21370727
</S>	0.18101563	0.1707179	0.17654826	0.3019692	0.169749
